Identifier A,Identifier B,Interaction
Q12390,Q12390,1
Q12033,Q12033,1
P41697,P41697,1
P41546,P41546,1
P53112,P53112,1
P38013,P38013,1
Q06675,Q06675,1
P22216,P22216,1
P53129,P53129,1
P39723,P39723,1
P28795,P28795,1
P29340,P29340,1
P35056,P35056,1
Q12462,Q12462,1
P80667,P80667,1
P14682,P14682,1
Q12102,Q12102,1
Q05568,Q05568,1
P17106,P17106,1
Q03071,Q03071,1
P06633,P06633,1
P05986,P05986,1
P03962,P03962,1
P06782,P06782,1
P03069,P03069,1
Q07540,Q07540,1
P12904,P12904,1
P15873,P15873,1
P32361,P32361,1
P40416,P40416,1
P25367,P25367,1
P32458,P32458,1
P25342,P25342,1
P36095,P36095,1
P53178,P53178,1
P53853,P53853,1
P53617,P53617,1
P32797,P32797,1
P36010,P36010,1
Q08931,Q08931,1
P40151,P40151,1
Q12306,Q12306,1
P43545,P43545,1
P40325,P40325,1
P40892,P40892,1
P38272,P38272,1
Q12084,Q12084,1
P47115,P47115,1
P36068,P36068,1
P39929,P39929,1
Q99210,Q99210,1
Q03860,Q03860,1
P39996,P39996,1
P39979,P39979,1
P38821,P38821,1
P40582,P40582,1
P39534,P39534,1
P07272,P07272,1
P42884,P42884,1
Q03818,Q03818,1
Q06178,Q06178,1
Q01389,Q01389,1
P43619,P43619,1
P38276,P38276,1
P53184,P53184,1
P53633,P53633,1
P22804,P22804,1
P04821,P04821,1
P16649,P16649,1
P15442,P15442,1
P20050,P20050,1
P31539,P31539,1
P04807,P04807,1
P32917,P32917,1
P52917,P52917,1
P41695,P41695,1
Q02939,Q02939,1
Q3E7C1,Q3E7C1,1
P40303,P40303,1
P32639,P32639,1
Q08601,Q08601,1
Q12154,Q12154,1
P40485,P40485,1
P25293,P25293,1
P38874,P38874,1
Q02884,Q02884,1
P53739,P53739,1
P52891,P52891,1
Q05567,Q05567,1
Q12230,Q12230,1
P51534,P51534,1
P31111,P31111,1
P40161,P40161,1
P38822,P38822,1
Q04868,Q04868,1
Q06706,Q06706,1
P42935,P42935,1
P61829,P61829,1
Q02908,Q02908,1
P38247,P38247,1
P00447,P00447,1
Q12051,Q12051,1
Q12334,Q12334,1
Q01454,Q01454,1
P25638,P25638,1
P36057,P36057,1
P41543,P41543,1
P46964,P46964,1
P39007,P39007,1
P38339,P38339,1
Q05080,Q05080,1
Q12440,Q12440,1
P08640,P08640,1
Q03034,Q03034,1
Q05791,Q05791,1
P24719,P24719,1
P21190,P21190,1
P16474,P16474,1
P08638,P08638,1
P11746,P11746,1
P29469,P29469,1
P24279,P24279,1
P38523,P38523,1
P08964,P08964,1
P23561,P23561,1
P30771,P30771,1
P32829,P32829,1
Q04673,Q04673,1
P06786,P06786,1
P06843,P06843,1
P39081,P39081,1
P33338,P33338,1
P14291,P14291,1
P25454,P25454,1
P21951,P21951,1
P39998,P39998,1
P06778,P06778,1
P39743,P39743,1
Q03654,Q03654,1
P23542,P23542,1
P32523,P32523,1
P0C0X0,P0C0X0,1
P32468,P32468,1
P38853,P38853,1
P54786,P54786,1
P32908,P32908,1
P30822,P30822,1
Q08581,Q08581,1
Q06440,Q06440,1
Q06407,Q06407,1
P40957,P40957,1
Q07457,Q07457,1
P17065,P17065,1
P32618,P32618,1
P27895,P27895,1
P53253,P53253,1
P33419,P33419,1
Q03954,Q03954,1
P00830,P00830,1
P12753,P12753,1
P28743,P28743,1
P40460,P40460,1
P32389,P32389,1
Q04477,Q04477,1
P47129,P47129,1
P47037,P47037,1
Q12191,Q12191,1
P36094,P36094,1
P22209,P22209,1
Q12346,Q12346,1
P38183,P38183,1
Q02895,Q02895,1
Q08904,Q08904,1
Q12134,Q12134,1
Q99312,Q99312,1
P38910,P38910,1
P27515,P27515,1
Q03063,Q03063,1
P53862,P53862,1
Q03790,Q03790,1
P32796,P32796,1
P53895,P53895,1
P09201,P09201,1
Q06410,Q06410,1
Q06708,Q06708,1
Q06169,Q06169,1
P17709,P17709,1
P32861,P32861,1
P38080,P38080,1
P41697,P25454,0
P53184,P14904,0
P32829,Q06440,0
Q05791,P25638,0
P17555,P38183,0
P50623,P36095,0
Q06708,P10862,0
P08536,P32917,0
P21374,P32263,0
P32861,P32797,0
Q01389,Q06410,0
P04821,P06843,0
Q04921,P40303,0
P32505,Q99288,0
P25454,P40054,0
Q03790,P03069,0
Q12462,P39928,0
P52917,P39996,0
Q06410,P39979,0
Q92331,P32263,0
Q12346,Q12230,0
P32468,P15873,0
P22216,P81449,0
P07270,P16649,0
P33420,P00447,0
P12383,P40485,0
Q12346,P08640,0
P38080,Q12440,0
P21651,P48361,0
P53215,Q3E7C1,0
P61829,P08638,0
P04821,P53886,0
P41546,P35056,0
P40957,P08638,0
P24279,P48581,0
P53226,P32458,0
P32796,P39081,0
P08640,P39743,0
P53617,P14682,0
Q02895,Q12440,0
P24719,Q04411,0
Q03063,P32318,0
P41921,P53215,0
P41543,P32263,0
P53253,P32263,0
P16474,P32849,0
P36010,Q12334,0
P32458,P32797,0
Q12346,Q12084,0
P51601,Q12191,0
P38862,P40485,0
P39081,Q12329,0
P52917,P02829,0
P20050,P53081,0
P50623,Q12462,0
Q04461,Q07457,0
P48581,P38822,0
P33420,P07272,0
P40054,P38183,0
P40054,P46946,0
P36094,Q12020,0
P32318,Q12329,0
P15442,P38272,0
Q12230,P52891,0
P53093,P21264,0
P34730,P21524,0
Q08601,P32361,0
P26343,P15442,0
P38198,Q02908,0
P41697,Q12334,0
Q06440,P40303,0
P36036,P40416,0
P32796,P43609,0
Q01454,P53862,0
P32523,P04387,0
P39929,P29340,0
P24279,P39929,0
P39723,P38853,0
Q12306,Q08931,0
Q12159,Q12263,0
P38122,P16474,0
P38198,P40969,0
P23561,P16474,0
Q03034,Q12159,0
P41921,Q12329,0
P21951,P32908,0
Q04868,P38276,0
P38080,P08964,0
P38874,Q06704,0
Q12230,P07270,0
P41543,P00830,0
P53184,Q12060,0
P52917,P30822,0
Q12365,Q12066,0
P42935,P80667,0
Q05567,P38910,0
P37303,P39081,0
P38820,Q12390,0
Q07457,P40485,0
P32318,P39929,0
P39534,Q12358,0
P24719,Q12051,0
P21951,P25638,0
P32458,P16649,0
P41695,P48361,0
Q12020,P47037,0
P35719,P47017,0
P34730,Q06549,0
Q05567,P14682,0
P53633,P19262,0
P38874,P29340,0
P61829,P23337,0
P34730,P53739,0
Q03063,P47011,0
P17065,P32861,0
P41546,P40574,0
P17065,P48361,0
P41697,P15442,0
P04821,P32389,0
P08964,P14291,0
P41695,P38930,0
P12383,P03069,0
Q06169,Q12446,0
P21951,P29469,0
P39996,P43545,0
Q12159,Q12060,0
P36094,P40161,0
P17555,Q12334,0
P34730,Q08581,0
P41921,Q04003,0
P39534,P47017,0
P53895,P33338,0
P43605,P47129,0
P38820,P23542,0
Q12306,Q04003,0
Q04921,P53739,0
Q02100,Q12365,0
Q02895,P22209,0
Q02895,P40963,0
P22216,P38147,0
P53739,P38183,0
P21524,P40303,0
P22216,P32917,0
P32479,P21190,0
P57743,Q99288,0
P38862,P39113,0
P19736,P40161,0
Q05580,Q02895,0
P00812,P39928,0
Q01454,P25293,0
P15873,Q03860,0
Q02100,P47037,0
P06786,P46946,0
Q06675,P46946,0
P38853,P04386,0
Q12051,P06778,0
Q04673,P06786,0
P36036,P23561,0
P33419,P06700,0
Q12263,P22209,0
Q12306,P40202,0
P08640,P40485,0
P38748,Q12263,0
Q12346,P02829,0
P17106,P14291,0
Q03034,Q12365,0
P53184,P21705,0
P36010,Q06704,0
P53112,P21651,0
Q12306,P38272,0
P53617,Q12263,0
Q04003,P46954,0
P38339,Q99288,0
P41921,P32908,0
P38198,P40582,0
P20967,P32908,0
P51601,P11075,0
P47095,P16649,0
P06843,P38274,0
P24719,P40054,0
P39723,P40416,0
P05986,P24719,0
P21951,P38042,0
P43619,P38889,0
P20967,P35191,0
P31111,P40161,0
P14291,P33338,0
P53226,P40151,0
P61829,Q05568,0
P05986,P19262,0
P47095,P38744,0
P40325,P47095,0
Q12060,P11075,0
P04387,P53971,0
P47025,Q12514,0
P32618,P16474,0
Q01389,P39996,0
P04807,P40089,0
P40969,P32389,0
P32459,P47095,0
P19736,P46964,0
P00830,P43569,0
P32908,P40460,0
P38339,P23561,0
Q06178,P40416,0
P25293,P32639,0
P24719,P38042,0
P05986,Q12346,0
P32459,Q12084,0
P21951,P39979,0
P03069,P43569,0
P39007,P39998,0
P17106,P00447,0
P0C0X0,P19262,0
P04807,P38785,0
P43639,P06778,0
P35210,P39998,0
P38986,Q99210,0
P21951,P47095,0
P53112,P28795,0
Q02939,P38820,0
P57743,P31539,0
P39996,P39113,0
P37303,P03962,0
P40473,P39928,0
P38874,P43545,0
Q05567,P40460,0
P32628,Q12020,0
P38785,P23337,0
P21264,P32917,0
P57743,P38930,0
Q06675,Q00582,0
P22209,Q05568,0
P57743,Q03034,0
P53112,P52891,0
Q03954,P06782,0
P38339,P40202,0
P06782,P39998,0
P21705,P14291,0
P05453,Q06440,0
Q02939,P10862,0
P12904,P81449,0
Q12306,P21304,0
P38523,P06778,0
P32861,P38910,0
P57743,P28795,0
Q06708,P06633,0
P47115,Q12084,0
Q12346,P05373,0
P38247,Q06704,0
P39723,P25342,0
P53253,Q05791,0
Q99312,Q04477,0
P43605,Q06675,0
P15992,P43609,0
P32829,Q05080,0
P00447,P38889,0
Q99210,Q12051,0
Q03818,P00447,0
Q06169,P14741,0
P28795,P17709,0
P36094,P14291,0
P27515,Q12440,0
P39113,P23542,0
P43605,P32797,0
P53238,P53853,0
Q06708,P38744,0
Q12365,Q12020,0
P06633,P35056,0
Q03860,Q3E7C1,0
P25638,P47037,0
P28743,P31111,0
Q04411,P14682,0
Q07457,P81449,0
Q04048,P09201,0
P40460,P11075,0
Q04921,P17423,0
P07272,Q06407,0
P38247,Q00684,0
Q06549,P21304,0
P53895,P40151,0
P00447,P23542,0
Q02100,Q04003,0
P38122,P38822,0
P47129,P23337,0
P57743,Q12329,0
Q04673,P32917,0
P38820,P00830,0
P17423,P15992,0
P21524,P0C0X0,0
P32917,P40460,0
P81449,P39928,0
P38122,P17709,0
P32628,P32263,0
P04821,P53971,0
P04821,P61829,0
P41921,P32917,0
P53178,Q12051,0
Q12020,P16474,0
Q99288,P11075,0
P05986,P28795,0
P41546,P40582,0
P38042,P40963,0
Q07457,P39996,0
P09201,P38889,0
P41697,P29340,0
P53184,Q12154,0
P21524,P40574,0
P32504,P39928,0
P17423,P25293,0
Q12346,P39113,0
P38072,P39743,0
P41697,P05373,0
P40574,P32263,0
P40202,P23561,0
P50623,P25367,0
P53895,P36094,0
Q02895,P46964,0
P03069,P39996,0
Q12154,P23542,0
P53895,P00830,0
Q04461,P39534,0
P00447,P53971,0
P04821,P22216,0
P53112,P80667,0
P53093,P06778,0
Q03790,Q08931,0
P80667,P25638,0
Q06178,P16474,0
P06701,P16474,0
Q12154,P38889,0
Q02895,P40892,0
P32318,P32639,0
P53617,P38889,0
P32523,P39723,0
P31539,Q12334,0
P41546,Q03860,0
P38748,Q07457,0
Q06410,Q12263,0
Q12462,P38910,0
P04821,Q08931,0
P43619,P32361,0
P21951,P39081,0
P17106,P32479,0
P26343,Q12154,0
P21304,P51534,0
Q03954,P38147,0
Q06708,P53971,0
Q05580,P26343,0
P08964,P53178,0
Q05567,P51534,0
Q05580,P38871,0
P53739,P38821,0
Q03954,P43609,0
P81449,P24719,0
Q08931,P51534,0
P40416,P35056,0
P32505,P32618,0
P41546,Q08931,0
P05373,P40963,0
P31539,P46964,0
P31539,P17709,0
P32861,P80667,0
P50623,P53226,0
P21651,P53178,0
P05373,P03069,0
P32523,P22216,0
Q05580,Q04003,0
P40202,P14741,0
Q99312,P32797,0
P36094,P53226,0
Q03063,P46946,0
P40303,Q12329,0
P40582,P23542,0
P36068,Q08601,0
Q06706,Q12154,0
P31111,P11746,0
P32504,P40574,0
P39743,Q12334,0
P33419,P40416,0
Q03071,Q12446,0
P41697,P40151,0
Q12033,Q12446,0
P41695,P38274,0
Q05580,P08640,0
P19736,P32917,0
P53862,P11075,0
P32861,P08638,0
P25638,P22209,0
P38744,P23542,0
Q02100,P30771,0
P06700,Q03790,0
P40325,Q03954,0
P39081,P29469,0
P16522,P30771,0
P41543,P53633,0
P24719,P38795,0
P05986,Q03818,0
Q99288,P14291,0
P11746,P00447,0
P14682,P40969,0
P53081,Q12134,0
Q05567,P53886,0
Q02895,P32849,0
P39007,Q07457,0
P27515,P40892,0
P53253,Q04461,0
P32318,P38862,0
Q06178,Q12440,0
Q05791,P21524,0
P33420,Q12191,0
P39928,P14741,0
Q03790,P05373,0
P32505,P47095,0
Q12462,P06843,0
P15992,P54786,0
P48581,P00830,0
P12383,P21264,0
P38871,Q00582,0
Q05791,Q06708,0
P32829,P53129,0
P04821,P22209,0
P38785,P00830,0
P53093,Q07540,0
P21951,P47025,0
P21374,P36094,0
P07272,P20967,0
P06778,P11075,0
P33420,P38042,0
Q03063,Q99312,0
P39007,Q08581,0
P57743,P32917,0
Q03954,P29469,0
Q00582,P40969,0
Q03071,P38874,0
P08964,P32628,0
P38274,Q12329,0
Q03071,P40460,0
P09798,P16649,0
P14291,P15442,0
P25367,P40460,0
P40303,P47095,0
P34730,P26343,0
P38198,P11978,0
P47115,P26343,0
P38785,Q08581,0
P39534,P53633,0
P41546,P38523,0
P03962,Q06178,0
P36068,P53853,0
P28743,P40202,0
P0C0X0,Q12446,0
P51601,P36057,0
Q00684,Q07540,0
P17423,P23542,0
Q04048,P38822,0
P14291,P53853,0
P53184,P40582,0
P53112,P05373,0
P40316,P00927,0
Q05791,P81449,0
P40073,P09201,0
Q03063,P15992,0
P04821,P04386,0
P03069,Q12084,0
Q08904,P53886,0
Q04461,Q04003,0
P40957,Q00582,0
P35719,P38523,0
P26343,P53853,0
P41697,Q04477,0
Q04461,P21190,0
P21190,P23542,0
P35719,P41695,0
P53633,P36057,0
Q12230,P36057,0
Q04461,P40325,0
P51601,P08536,0
Q05567,Q12102,0
P38072,P22216,0
P34730,P53129,0
P40957,P53129,0
P38910,P35056,0
P40202,Q08904,0
P40089,P14904,0
P41835,P15992,0
P40089,P47017,0
P53093,Q12334,0
P53226,Q12084,0
Q04048,P38042,0
P53895,P53971,0
P21374,P36057,0
Q99312,P40582,0
P53093,P10862,0
Q00684,Q07457,0
P41546,P53129,0
Q02939,P38910,0
P00812,P32917,0
P32908,Q12358,0
P38862,P28795,0
Q05791,Q12358,0
P06700,P54861,0
P38274,P05373,0
P28743,Q07540,0
P48581,P32849,0
P32318,P11978,0
P52917,P08640,0
P53862,P40963,0
P38147,P31111,0
P06843,P16522,0
P04807,P38986,0
Q04673,P25293,0
P38986,P40485,0
Q06407,P40969,0
Q99312,P11075,0
P17555,P00447,0
P38147,P47095,0
P06843,P40963,0
P40151,P53163,0
P08524,P06633,0
P39723,P15992,0
P32618,P38274,0
P38276,P53081,0
P15873,P36068,0
P31539,P40303,0
P21524,P53226,0
P47017,P43545,0
Q05567,P21705,0
Q99288,P53971,0
Q12154,P38822,0
Q03954,P53226,0
P36036,P21374,0
Q01389,P21705,0
P41921,P43639,0
P32318,P38274,0
P32318,P06786,0
Q12346,P39081,0
P21304,Q12440,0
Q12066,Q02895,0
P32318,Q12462,0
P53184,P38930,0
Q03034,Q12462,0
Q06169,P40473,0
P38795,Q06704,0
Q01389,P46946,0
P15873,Q07540,0
P53617,P40316,0
Q00582,P39979,0
Q03954,P11746,0
P26343,Q05568,0
P52917,P30771,0
P03962,P53163,0
Q05791,P39007,0
Q12230,P53617,0
P27895,P35719,0
P33419,P14291,0
P81449,P21264,0
P15992,Q12060,0
Q12365,P21190,0
Q12346,P38889,0
P53971,P53862,0
P08964,P08524,0
P41835,P38013,0
P04807,P38080,0
P53184,P32263,0
P36057,P22209,0
P39534,P08964,0
P19736,P38147,0
P43605,P38183,0
P41543,P38198,0
P40089,P43605,0
P42884,P38889,0
P34730,P14291,0
P38930,Q12440,0
P19736,Q04048,0
P35210,P04387,0
P33420,P14904,0
P21182,P40582,0
P17065,P53253,0
Q12346,Q04411,0
Q12033,P53853,0
P06843,P32628,0
P34730,P08536,0
P47011,P61829,0
P08964,P40202,0
P53739,P42884,0
P41543,P53163,0
P39929,P10862,0
P04821,P38871,0
P32468,P20050,0
P38523,P40892,0
P48581,P0C0X0,0
P32523,Q12365,0
P24279,Q06704,0
P53633,P25638,0
P40202,P53862,0
P38072,P39113,0
P09798,P40582,0
Q99312,P21190,0
P50623,P03962,0
P40574,P31111,0
P05453,P38986,0
P43639,P47037,0
P40416,Q03654,0
P53178,P32263,0
P04386,Q12051,0
Q08904,P23337,0
P38874,P39743,0
P32458,P38523,0
P21651,P40969,0
P32504,P53129,0
P40325,P36036,0
P32523,P80667,0
P36036,P39081,0
Q12033,P41546,0
Q06410,Q12365,0
Q02895,P38795,0
P26343,P35210,0
P30771,P53853,0
P09798,P47129,0
P38072,P25293,0
P25454,P08964,0
Q12390,P40582,0
P21524,P29469,0
P23561,P06786,0
Q07540,P32917,0
P25454,P40161,0
P38748,Q02908,0
P19736,P39743,0
P06786,P53971,0
P39929,Q12060,0
P38748,P43639,0
P04807,P39081,0
P54861,P19262,0
P40957,P20050,0
P40957,P25342,0
P38820,P32797,0
Q99210,P11978,0
P40089,P38874,0
P48581,Q04477,0
P20967,P53129,0
P37303,P05373,0
P51601,P47017,0
P53178,Q07540,0
P14904,P32917,0
P08524,P21264,0
Q12020,P06786,0
P42935,P38853,0
Q12346,P23542,0
P41921,P11978,0
Q04921,P81449,0
P48361,P14741,0
P38247,Q01389,0
P33420,P38930,0
P53093,P53853,0
P41546,P38072,0
P38339,P17106,0
P41546,P47115,0
P38871,P00447,0
P40073,P32917,0
P38198,P39743,0
Q12346,P38013,0
Q06410,Q03818,0
P36057,P00830,0
P41695,P06786,0
P33420,P32917,0
P53617,P20050,0
Q03071,P16649,0
Q06169,Q06708,0
P41695,P53886,0
Q02939,P39979,0
P36094,P00927,0
Q02939,P46954,0
P38910,P54786,0
P32459,P32458,0
P04821,P38910,0
P21705,P32479,0
P38080,P38272,0
Q06549,P14682,0
P38274,P38785,0
Q12329,P09201,0
Q04921,P32628,0
P04821,P11978,0
P38910,P32849,0
P36094,P00830,0
Q06675,P25293,0
P04387,P38889,0
P00927,Q06704,0
P40202,P40161,0
P37303,P27895,0
Q07457,Q12365,0
Q06169,P25367,0
P53226,P39998,0
Q03860,P33338,0
P80667,P38930,0
P40325,Q99288,0
P17555,P00927,0
P07270,Q12365,0
Q12263,Q05568,0
Q00582,P30771,0
Q12263,P38272,0
Q12346,Q12154,0
P32504,P32639,0
P53253,Q05568,0
P17106,Q02884,0
P40073,Q06440,0
Q03034,P43619,0
P06786,Q08601,0
Q12306,P12904,0
Q12462,P0C0X0,0
P25342,P30822,0
P41835,P33420,0
P53129,P40582,0
P32505,P57743,0
P53129,P53886,0
P20967,P28795,0
P32468,P35191,0
P21651,P06778,0
P06700,P61829,0
Q04048,P06778,0
P26343,P39081,0
P04821,P39928,0
P21951,P05373,0
P23561,P35056,0
P40054,P06633,0
P38871,Q07540,0
P47025,P40161,0
P32504,P47115,0
P53129,Q12051,0
Q03063,P32908,0
P40325,P00447,0
P12904,P38820,0
P38013,P32908,0
P39534,Q3E7C1,0
P54861,Q12329,0
P27895,P39007,0
P05986,P22216,0
P0C0X0,Q12358,0
P16522,P06701,0
P53895,P43545,0
P32458,P16522,0
P32458,P51534,0
P07272,P36094,0
P25367,P32389,0
P05986,Q12134,0
P06701,P35056,0
P43605,Q12102,0
P20050,P40963,0
P40089,P42884,0
P43609,P39979,0
P25638,P43569,0
P21374,P43639,0
P40473,P32389,0
Q92331,P25342,0
P04807,P38072,0
P24279,P35056,0
P41835,P17709,0
P17423,P04387,0
P19736,P32908,0
P38339,P47095,0
Q12051,P32389,0
Q06178,P11746,0
P21304,Q12102,0
P48361,P09201,0
P47011,P38785,0
P38042,P12753,0
P38930,P08536,0
P21304,P16649,0
Q12051,P40892,0
Q07457,P02829,0
P33420,P00830,0
Q06169,P38274,0
P21304,Q06178,0
P15873,P08524,0
P53895,P17709,0
P57743,Q00582,0
P41835,Q3E7C1,0
P31111,P38889,0
P37303,P38874,0
P57743,P32479,0
P38748,P53081,0
P15442,P39996,0
P21304,P14682,0
P37303,P53112,0
P32318,Q07457,0
P32468,P48361,0
P15873,Q12365,0
P41697,P06843,0
P53178,Q12440,0
P32829,P40574,0
Q02100,P12753,0
Q03654,P11978,0
P39996,P39743,0
Q03071,P09938,0
Q04868,P14682,0
P27515,P38822,0
P21951,Q02908,0
Q01454,P32263,0
P35719,P06701,0
P24719,P43609,0
P04807,Q06706,0
P39928,P12383,0
P53184,P12383,0
P40325,P43605,0
P38862,Q02908,0
P21705,P40969,0
P11075,P23542,0
P38862,P23542,0
Q99312,P32479,0
P32318,P32796,0
P39081,P08638,0
P15873,P32908,0
P48581,P32263,0
Q12230,P38272,0
P17065,Q99312,0
P08964,Q05568,0
P52891,P43619,0
P57743,Q01389,0
P36095,Q04003,0
Q01454,P38183,0
P54861,P53853,0
Q12230,Q92331,0
Q04868,P32908,0
P32361,P39743,0
P32504,P08638,0
P80667,P23542,0
P33419,P02829,0
P54786,Q12102,0
P05986,P32523,0
Q06169,P38930,0
Q06407,Q03898,0
P38183,P06782,0
P53238,P53215,0
P53739,P40582,0
P32504,P53163,0
P40963,P29469,0
Q02100,P29340,0
P21524,Q12329,0
P17065,P42884,0
P09798,Q12263,0
P31539,P22804,0
Q02939,Q12102,0
P17106,P03069,0
P38147,P06786,0
P32318,Q04411,0
P35719,Q12334,0
P53633,P48361,0
P33420,P32796,0
Q04461,P31539,0
P38080,P36094,0
Q04003,P11075,0
P53112,P41697,0
Q12346,P12904,0
P81449,P53862,0
P00812,P40485,0
P53253,P38274,0
P32523,Q04477,0
P53238,P38147,0
P38748,P41695,0
P53739,Q05568,0
P36010,P38785,0
Q99210,P0C0X0,0
P05373,P12753,0
P33420,P41695,0
Q12306,P25342,0
P38147,Q00582,0
P38748,P17709,0
P21374,P22209,0
P32523,Q06675,0
P53112,Q12020,0
P40957,P04386,0
P05453,P25342,0
P32861,P06701,0
P06700,P0C0X0,0
P38822,P17709,0
P38042,P35191,0
P38820,Q12102,0
P06843,P38821,0
P32504,Q99288,0
P53184,P38072,0
Q04673,Q06704,0
P27895,P25342,0
P57743,P06782,0
Q03818,P06701,0
P51601,P53633,0
P04807,P08536,0
P15442,P35056,0
P39007,P53633,0
P50623,P32523,0
Q06675,P39007,0
P34730,P39998,0
P16522,Q12358,0
P15873,Q02895,0
Q12020,P28795,0
P38247,P40303,0
P80667,P47037,0
P06633,P09201,0
P06633,Q00582,0
P19736,P40202,0
Q12066,P38822,0
P14904,Q12446,0
Q12191,P32263,0
P10862,P40485,0
P25367,Q12440,0
P04807,P80667,0
P52891,Q12334,0
Q02884,P21951,0
P21182,P11978,0
P08964,P33338,0
Q04868,Q06407,0
P17555,P38272,0
P40325,P21651,0
P06700,P32458,0
P17555,P40969,0
Q12033,Q04921,0
P38198,P21190,0
Q99312,P06786,0
P47115,P23337,0
P07272,Q12051,0
Q12346,P17709,0
P61829,Q04411,0
P00927,P16474,0
P08536,P43569,0
P54786,P38871,0
P00447,P43609,0
Q12154,P20050,0
Q05568,P32797,0
P40089,P38072,0
Q00684,Q12051,0
P36057,P39743,0
P53253,Q12084,0
P32318,P25342,0
P06633,P16474,0
P22216,Q03954,0
P28743,P06633,0
Q06549,Q07540,0
P40473,Q06410,0
P15873,Q04411,0
Q12033,P11075,0
Q05791,P00812,0
P10862,P47025,0
P53617,P09201,0
Q12191,Q05568,0
P17423,P25638,0
P53253,P40969,0
P39723,P53853,0
Q06549,P21190,0
P38147,P40485,0
Q12263,P47025,0
P23561,P30771,0
Q12263,P40161,0
Q12306,P21264,0
P38930,P14741,0
P04821,Q12154,0
P08524,P47025,0
Q99312,Q12051,0
P14904,P21304,0
Q05580,P38013,0
P40473,Q12334,0
Q03790,Q02908,0
Q92331,P32917,0
P48581,P40969,0
Q04921,P38147,0
P17555,P07270,0
Q12230,P29469,0
P38822,P28795,0
P03069,Q12446,0
P21182,P00927,0
P38276,P80667,0
Q01389,P38853,0
Q04461,P15442,0
P21705,P03069,0
P21190,Q02908,0
P20050,Q12134,0
Q12230,P46954,0
P39534,P29469,0
P03962,P46946,0
P15873,P38853,0
Q06169,P38042,0
P36068,Q04003,0
P06843,Q04411,0
P09938,P40151,0
P38183,P32639,0
P26343,P36036,0
P32796,P40161,0
P14904,Q12159,0
P41835,P21182,0
Q03063,P39996,0
P38821,Q12051,0
P15992,P21651,0
P27515,P28743,0
P00830,P11978,0
P38748,P21182,0
P38748,Q08601,0
Q05580,P19262,0
P32618,Q03860,0
Q01454,P40161,0
Q02100,P14291,0
Q03063,P32458,0
P38871,P38042,0
P28795,P43545,0
P35719,Q06407,0
P27515,P47037,0
P25367,P16649,0
Q12462,P39979,0
Q06440,Q99312,0
P28743,P03962,0
Q06708,P11978,0
Q04048,P21190,0
P20967,P23542,0
P09798,P35191,0
P43619,P38523,0
