Identifier A,Identifier B,Interaction
P06700,P53184,0
P06700,P57743,0
P06700,Q02100,0
P06700,Q02908,0
P06700,Q04921,0
P06700,Q06169,0
P06700,Q06410,0
P06700,Q07457,0
P06700,Q12334,0
P06700,Q12365,0
P06700,Q12390,0
P06701,P06786,0
P06701,P11075,0
P06701,P14904,0
P06701,P21264,0
P06701,P21524,0
P06701,P22216,0
P06701,P24279,0
P06701,P24719,0
P06701,P27515,0
P06701,P32389,0
P06701,P33420,0
P06701,P38339,0
P06701,P38874,0
P06701,P39723,0
P06701,P39929,0
P06701,P39998,0
P06701,P41695,0
P06701,P43605,0
P06701,P47095,0
P06701,P53895,0
P06701,P80667,0
P06701,Q00582,0
P06701,Q04921,0
P06778,P07270,0
P06778,P11075,0
P06778,P14291,0
P06778,P15442,0
P06778,P17106,0
P06778,P21374,0
P06778,P25342,0
P06778,P28743,0
P06778,P32389,0
P06778,P32628,0
P06778,P32849,0
P06778,P33338,0
P06778,P38822,0
P06778,P38930,0
P06778,P40151,0
P06778,P40963,0
P06778,P41543,0
P06778,P43639,0
P06778,P46954,0
P06778,P47037,0
P06778,P47095,0
P06778,Q03654,0
P06778,Q05568,0
P06778,Q06410,0
P06778,Q12263,0
P06778,Q12329,0
P06778,Q12334,0
P06778,Q12446,0
P06782,P21304,0
P06782,P24279,0
P06782,P27515,0
P06782,P32504,0
P06782,P32796,0
P06782,P32849,0
P06782,P38822,0
P06782,P39743,0
P06782,P40582,0
P06782,P50623,0
P06782,P52891,0
P06782,P53886,0
P06782,P54786,0
P06782,Q03860,0
P06782,Q04868,0
P06782,Q06169,0
P06782,Q08581,0
P06782,Q12020,0
P06782,Q12334,0
P06782,Q12440,0
P06782,Q3E7C1,0
P06786,P07272,0
P06786,P10862,0
P06786,P11978,0
P06786,P17106,0
P06786,P21264,0
P06786,P22216,0
P06786,P22804,0
P06786,P27515,0
P06786,P27895,0
P06786,P32504,0
P06786,P33338,0
P06786,P38339,0
P06786,P39998,0
P06786,P41695,0
P06786,P46946,0
P06786,P47025,0
P06786,P47037,0
P06786,P47095,0
P06786,P47129,0
P06786,P53971,0
P06786,P54861,0
P06786,P57743,0
P06786,P80667,0
P06786,P81449,0
P06786,Q03790,0
P06786,Q05568,0
P06786,Q12020,0
P06843,P08638,0
P06843,P08964,0
P06843,P14741,0
P06843,P14904,0
P06843,P15442,0
P06843,P16649,0
P06843,P25454,0
P06843,P29340,0
P06843,P30822,0
P06843,P33338,0
P06843,P33419,0
P06843,P34730,0
P06843,P38785,0
P06843,P40460,0
P06843,P41697,0
P06843,P50623,0
P06843,P52917,0
P06843,P53253,0
P06843,P80667,0
P06843,P81449,0
P06843,Q04048,0
P06843,Q04868,0
P06843,Q06706,0
P06843,Q07457,0
P06843,Q12020,0
P07270,P11978,0
P07270,P15442,0
P07270,P23561,0
P07270,P24719,0
P07270,P25454,0
P07270,P31539,0
P07270,P32505,0
P07270,P32829,0
P07270,P32917,0
P07270,P34730,0
P07270,P35191,0
P07270,P38247,0
P07270,P38853,0
P07270,P39113,0
P07270,P40151,0
P07270,P40460,0
P07270,P40957,0
P07270,P46964,0
P07270,P47095,0
P07270,P53617,0
P07270,P61829,0
P07270,P81449,0
P07270,Q03898,0
P07270,Q04048,0
P07270,Q04477,0
P07270,Q05791,0
P07270,Q12020,0
P07270,Q12066,0
P07270,Q12102,0
P07270,Q12134,0
P07270,Q12263,0
P07270,Q12306,0
P07270,Q92331,0
P07272,P09798,0
P07272,P15873,0
P07272,P21524,0
P07272,P22216,0
P07272,P24279,0
P07272,P24719,0
P07272,P25342,0
P07272,P27895,0
P07272,P32618,0
P07272,P32861,0
P07272,P36068,0
P07272,P38042,0
P07272,P38247,0
P07272,P38785,0
P07272,P38853,0
P07272,P39007,0
P07272,P39929,0
P07272,P40089,0
P07272,P40325,0
P07272,P40582,0
P07272,P40963,0
P07272,P41697,0
P07272,P46964,0
P07272,P52917,0
P07272,P53184,0
P07272,P80667,0
P07272,Q04411,0
P07272,Q04477,0
P07272,Q12102,0
P08638,P17106,0
P08638,P23561,0
P08638,P24279,0
P08638,P32458,0
P08638,P32628,0
P08638,P32917,0
P08638,P33419,0
P08638,P38339,0
P08638,P38748,0
P08638,P38822,0
P08638,P38874,0
P08638,P38930,0
P08638,P39113,0
P08638,P40325,0
P08638,P43605,0
P08638,P46954,0
P08638,P47037,0
P08638,P47095,0
P08638,P47129,0
P08638,P53971,0
P08638,P54786,0
P08638,P54861,0
P08638,Q02884,0
P08638,Q04868,0
P08638,Q05791,0
P08638,Q12306,0
P08964,P09798,0
P08964,P15442,0
P08964,P17555,0
P08964,P21304,0
P08964,P21524,0
P08964,P23337,0
P08964,P29469,0
P08964,P32861,0
P08964,P38874,0
P08964,P39996,0
P08964,P40089,0
P08964,P41697,0
P08964,P41921,0
P08964,P47017,0
P08964,P47025,0
P08964,P52891,0
P08964,P61829,0
P08964,Q00684,0
P08964,Q03654,0
P08964,Q03898,0
P08964,Q04048,0
P08964,Q06708,0
P08964,Q12440,0
P09201,P10862,0
P09201,P12904,0
P09201,P14291,0
P09201,P15442,0
P09201,P16474,0
P09201,P21304,0
P09201,P21524,0
P09201,P27895,0
P09201,P32504,0
P09201,P32917,0
P09201,P35056,0
P09201,P38042,0
P09201,P38147,0
P09201,P38339,0
P09201,P39007,0
P09201,P40460,0
P09201,P40485,0
P09201,P40969,0
P09201,P41695,0
P09201,P47017,0
P09201,P47037,0
P09201,P47129,0
P09201,P52891,0
P09201,P52917,0
P09201,P53253,0
P09201,P53617,0
P09201,Q07457,0
P09201,Q12334,0
P09201,Q92331,0
P09798,P11075,0
P09798,P14904,0
P09798,P17106,0
P09798,P20967,0
P09798,P21524,0
P09798,P25293,0
P09798,P26343,0
P09798,P30771,0
P09798,P31111,0
P09798,P32505,0
P09798,P32628,0
P09798,P32861,0
P09798,P34730,0
P09798,P38930,0
P09798,P39007,0
P09798,P39113,0
P09798,P39996,0
P09798,P40089,0
P09798,P40316,0
P09798,P40957,0
P09798,P40969,0
P09798,P46946,0
P09798,P47115,0
P09798,P50623,0
P09798,P52891,0
P09798,P57743,0
P09798,P80667,0
P09798,Q06169,0
P09798,Q06675,0
P09798,Q06704,0
P09798,Q12102,0
P09798,Q12365,0
P09938,P10862,0
P09938,P19262,0
P09938,P20050,0
P09938,P21264,0
P09938,P21304,0
P09938,P24719,0
P09938,P28795,0
P09938,P29340,0
P09938,P32639,0
P09938,P38523,0
P09938,P38785,0
P09938,P38874,0
P09938,P40073,0
P09938,P40969,0
P09938,P41697,0
P09938,P46964,0
P09938,P47017,0
P09938,P47037,0
P09938,P47095,0
P09938,P52891,0
P09938,P52917,0
P09938,P53617,0
P09938,Q05080,0
P09938,Q08581,0
P09938,Q12159,0
P09938,Q92331,0
P0C0X0,P11978,0
P0C0X0,P15873,0
P0C0X0,P16522,0
P0C0X0,P17106,0
P0C0X0,P21264,0
P0C0X0,P21374,0
P0C0X0,P23337,0
P0C0X0,P24719,0
P0C0X0,P32908,0
P0C0X0,P38339,0
P0C0X0,P39743,0
P0C0X0,P40460,0
P0C0X0,P40957,0
P0C0X0,P41921,0
P0C0X0,P46954,0
P0C0X0,P46964,0
P0C0X0,P53112,0
P0C0X0,P53184,0
P0C0X0,P61829,0
P0C0X0,P81449,0
P0C0X0,Q02939,0
P0C0X0,Q03898,0
P0C0X0,Q04477,0
P0C0X0,Q06410,0
P10862,P12753,0
P10862,P17555,0
P10862,P25454,0
P10862,P27895,0
P10862,P32505,0
P10862,P32639,0
P10862,P38042,0
P10862,P38147,0
P10862,P38785,0
P10862,P38930,0
P10862,P39113,0
P10862,P40073,0
P10862,P40202,0
P10862,P47037,0
P10862,P47129,0
P10862,P52917,0
P10862,P54786,0
P10862,Q02884,0
P10862,Q05791,0
P10862,Q06410,0
P10862,Q06440,0
P10862,Q06706,0
P10862,Q12084,0
P10862,Q12329,0
P11075,P15873,0
P11075,P17709,0
P11075,P21264,0
P11075,P21374,0
P11075,P23561,0
P11075,P24279,0
P11075,P25367,0
P11075,P32389,0
P11075,P32861,0
P11075,P33420,0
P11075,P35056,0
P11075,P36094,0
P11075,P38339,0
P11075,P38822,0
P11075,P38874,0
P11075,P40325,0
P11075,P47037,0
P11075,P53112,0
P11075,P53184,0
P11075,P53617,0
P11075,P57743,0
P11075,P81449,0
P11075,Q02939,0
P11075,Q03818,0
P11075,Q03954,0
P11075,Q05568,0
P11075,Q05580,0
P11075,Q06440,0
P11075,Q06675,0
P11075,Q12033,0
P11075,Q12154,0
P11075,Q12334,0
P11746,P15873,0
P11746,P17555,0
P11746,P17709,0
P11746,P21304,0
P11746,P23561,0
P11746,P24719,0
P11746,P29469,0
P11746,P31539,0
P11746,P32628,0
P11746,P33338,0
P11746,P36036,0
P11746,P38247,0
P11746,P38339,0
P11746,P39113,0
P11746,P39928,0
P11746,P40202,0
P11746,P40957,0
P11746,P41543,0
P11746,P47095,0
P11746,P53971,0
P11746,P61829,0
P11746,Q00582,0
P11746,Q04868,0
P11746,Q04921,0
P11746,Q05580,0
P11746,Q05791,0
P11746,Q06169,0
P11746,Q06440,0
P11746,Q06706,0
P11746,Q12159,0
P11978,P14291,0
P11978,P20050,0
P11978,P24719,0
P11978,P25293,0
P11978,P32361,0
P11978,P32458,0
P11978,P32861,0
P11978,P35056,0
P11978,P39081,0
P11978,P39723,0
P11978,P41543,0
P11978,P46946,0
P11978,P47011,0
P11978,P53253,0
P11978,P53886,0
P11978,Q02884,0
P11978,Q04477,0
P11978,Q05791,0
P11978,Q06410,0
P11978,Q12084,0
P11978,Q12440,0
P11978,Q3E7C1,0
P12753,P12904,0
P12753,P17709,0
P12753,P20967,0
P12753,P21264,0
P12753,P23337,0
P12753,P23561,0
P12753,P31111,0
P12753,P32389,0
P12753,P32618,0
P12753,P38339,0
P12753,P38930,0
P12753,P40460,0
P12753,P40582,0
P12753,P42935,0
P12753,P43605,0
P12753,P47115,0
P12753,P48361,0
P12753,P52891,0
P12753,P81449,0
P12753,Q03954,0
P12753,Q04003,0
P12753,Q04411,0
P12753,Q06410,0
P12753,Q12365,0
P12904,P15442,0
P12904,P15992,0
P12904,P21374,0
P12904,P25293,0
P12904,P25638,0
P12904,P29340,0
P12904,P32523,0
P12904,P32796,0
P12904,P32917,0
P12904,P35056,0
P12904,P38147,0
P12904,P38785,0
P12904,P40202,0
P12904,P46964,0
P12904,P47037,0
P12904,P50623,0
P12904,P52891,0
P12904,P53253,0
P12904,P54861,0
P12904,Q02908,0
P12904,Q03790,0
P12904,Q03954,0
P12904,Q04477,0
P12904,Q04868,0
P12904,Q06410,0
P12904,Q06675,0
P12904,Q12102,0
P12904,Q12306,0
P12904,Q3E7C1,0
P14291,P15442,0
P14291,P16649,0
P14291,P17106,0
P14291,P25367,0
P14291,P32361,0
P14291,P32389,0
P14291,P32628,0
P14291,P35191,0
P14291,P38930,0
P14291,P39081,0
P14291,P39743,0
P14291,P40089,0
P14291,P40325,0
P14291,P40957,0
P14291,P40963,0
P14291,P46964,0
P14291,P47025,0
P14291,P53184,0
P14291,Q03790,0
P14291,Q03860,0
P14291,Q05568,0
P14291,Q05580,0
P14291,Q06706,0
P14291,Q12084,0
P14291,Q3E7C1,0
P14741,P19262,0
P14741,P21304,0
P14741,P28795,0
P14741,P31539,0
P14741,P32361,0
P14741,P32523,0
P14741,P32908,0
P14741,P34730,0
P14741,P38272,0
P14741,P40151,0
P14741,P40325,0
P14741,P47037,0
P14741,P47129,0
P14741,P53253,0
P14741,P53617,0
P14741,Q04868,0
P14741,Q05568,0
P14741,Q05791,0
P14741,Q12033,0
P14741,Q12306,0
P14741,Q12440,0
P14741,Q12446,0
P14904,P17065,0
P14904,P27895,0
P14904,P32389,0
P14904,P32618,0
P14904,P32639,0
P14904,P38147,0
P14904,P39007,0
P14904,P39743,0
P14904,P40957,0
P14904,P41695,0
P14904,P43639,0
P14904,P47017,0
P14904,P53895,0
P14904,P53971,0
P14904,P54786,0
P14904,P54861,0
P14904,Q03818,0
P14904,Q03954,0
P14904,Q06440,0
P14904,Q12033,0
P14904,Q12066,0
P14904,Q12159,0
P14904,Q12390,0
P14904,Q12446,0
P15442,P15873,0
P15442,P17065,0
P15442,P20050,0
P15442,P21304,0
P15442,P24279,0
P15442,P29340,0
P15442,P32361,0
P15442,P32505,0
P15442,P32829,0
P15442,P32861,0
P15442,P33420,0
P15442,P36068,0
P15442,P38272,0
P15442,P38339,0
P15442,P38930,0
P15442,P39113,0
P15442,P40151,0
P15442,P40202,0
P15442,P40316,0
P15442,P40485,0
P15442,P41695,0
P15442,P43605,0
P15442,P46964,0
P15442,P47011,0
P15442,P47115,0
P15442,P53253,0
P15442,P80667,0
P15442,Q02939,0
P15442,Q03818,0
P15442,Q04477,0
P15442,Q05080,0
P15442,Q06169,0
P15442,Q06675,0
P15442,Q12066,0
P15442,Q12154,0
P15442,Q3E7C1,0
P15873,P16522,0
P15873,P22804,0
P15873,P25638,0
P15873,P30771,0
P15873,P31539,0
P15873,P32505,0
P15873,P32829,0
P15873,P36036,0
P15873,P38272,0
P15873,P38785,0
P15873,P38853,0
P15873,P38874,0
P15873,P40582,0
P15873,P41543,0
P15873,P41695,0
P15873,P41921,0
P15873,P53617,0
P15873,P54861,0
P15873,Q04921,0
P15873,Q06708,0
P15873,Q08581,0
P15873,Q12102,0
P15873,Q12134,0
P15992,P19262,0
P15992,P20050,0
P15992,P25293,0
P15992,P27515,0
P15992,P29469,0
P15992,P30771,0
P15992,P32829,0
