Identifier A,Identifier B,Interaction
P06700,Q06169,0
P06700,Q12066,0
P06700,Q12263,0
P06700,Q12306,0
P06701,P06782,0
P06701,P06843,0
P06701,P09798,0
P06701,P12753,0
P06701,P14291,0
P06701,P16474,0
P06701,P16522,0
P06701,P22216,0
P06701,P23561,0
P06701,P25342,0
P06701,P25454,0
P06701,P30822,0
P06701,P32458,0
P06701,P32618,0
P06701,P32797,0
P06701,P32908,0
P06701,P33419,0
P06701,P33420,0
P06701,P34730,0
P06701,P38042,0
P06701,P38748,0
P06701,P38822,0
P06701,P39723,0
P06701,P39743,0
P06701,P39996,0
P06701,P40460,0
P06701,P42935,0
P06701,P43639,0
P06701,P47037,0
P06701,P50623,0
P06701,P53886,0
P06701,P57743,0
P06701,P61829,0
P06701,Q00582,0
P06701,Q02884,0
P06701,Q03654,0
P06701,Q03954,0
P06701,Q04048,0
P06701,Q04477,0
P06701,Q05080,0
P06701,Q06706,0
P06701,Q12263,0
P06701,Q12306,0
P06701,Q12440,0
P06778,P15873,0
P06778,P15992,0
P06778,P16474,0
P06778,P16649,0
P06778,P17106,0
P06778,P21374,0
P06778,P25638,0
P06778,P27515,0
P06778,P30822,0
P06778,P32389,0
P06778,P32523,0
P06778,P34730,0
P06778,P36068,0
P06778,P38339,0
P06778,P39743,0
P06778,P40325,0
P06778,P43605,0
P06778,P57743,0
P06778,Q00684,0
P06778,Q03818,0
P06778,Q04477,0
P06778,Q05580,0
P06782,P06786,0
P06782,P12753,0
P06782,P16474,0
P06782,P16522,0
P06782,P16649,0
P06782,P22216,0
P06782,P24279,0
P06782,P25342,0
P06782,P25454,0
P06782,P32468,0
P06782,P32505,0
P06782,P32618,0
P06782,P32639,0
P06782,P32797,0
P06782,P32829,0
P06782,P32849,0
P06782,P32908,0
P06782,P33338,0
P06782,P33419,0
P06782,P33420,0
P06782,P34730,0
P06782,P36094,0
P06782,P38042,0
P06782,P38822,0
P06782,P38853,0
P06782,P38874,0
P06782,P39723,0
P06782,P39743,0
P06782,P40460,0
P06782,P40485,0
P06782,P41695,0
P06782,P42935,0
P06782,P43605,0
P06782,P43639,0
P06782,P47037,0
P06782,P53886,0
P06782,P53971,0
P06782,P54786,0
P06782,P57743,0
P06782,P80667,0
P06782,Q00582,0
P06782,Q00684,0
P06782,Q03954,0
P06782,Q04003,0
P06782,Q04048,0
P06782,Q05080,0
P06782,Q05580,0
P06782,Q06706,0
P06782,Q07457,0
P06782,Q12159,0
P06782,Q12306,0
P06782,Q12440,0
P06786,P09798,0
P06786,P09938,0
P06786,P10862,0
P06786,P11075,0
P06786,P11978,0
P06786,P12753,0
P06786,P14291,0
P06786,P15992,0
P06786,P16474,0
P06786,P16522,0
P06786,P17709,0
P06786,P19262,0
P06786,P22216,0
P06786,P25454,0
P06786,P30822,0
P06786,P31111,0
P06786,P32468,0
P06786,P32797,0
P06786,P32908,0
P06786,P33419,0
P06786,P38042,0
P06786,P38272,0
P06786,P38785,0
P06786,P38822,0
P06786,P38874,0
P06786,P40054,0
P06786,P40073,0
P06786,P40460,0
P06786,P40582,0
P06786,P47017,0
P06786,P50623,0
P06786,P53886,0
P06786,P54786,0
P06786,P57743,0
P06786,Q00684,0
P06786,Q02908,0
P06786,Q03654,0
P06786,Q03954,0
P06786,Q04477,0
P06786,Q04868,0
P06786,Q05080,0
P06786,Q06410,0
P06786,Q06706,0
P06786,Q12020,0
P06786,Q12329,0
P06786,Q92331,0
P06843,P11978,0
P06843,P14904,0
P06843,P15992,0
P06843,P16474,0
P06843,P17106,0
P06843,P19262,0
P06843,P21374,0
P06843,P21524,0
P06843,P23561,0
P06843,P24719,0
P06843,P25342,0
P06843,P25638,0
P06843,P26343,0
P06843,P30771,0
P06843,P32361,0
P06843,P32458,0
P06843,P32468,0
P06843,P32523,0
P06843,P32861,0
P06843,P33419,0
P06843,P33420,0
P06843,P34730,0
P06843,P38272,0
P06843,P38339,0
P06843,P39723,0
P06843,P39743,0
P06843,P39929,0
P06843,P40054,0
P06843,P40089,0
P06843,P40460,0
P06843,P42935,0
P06843,P46964,0
P06843,P47017,0
P06843,P47037,0
P06843,P50623,0
P06843,P53184,0
P06843,P53617,0
P06843,P57743,0
P06843,Q00582,0
P06843,Q00684,0
P06843,Q02884,0
P06843,Q02908,0
P06843,Q03654,0
P06843,Q03954,0
P06843,Q04048,0
P06843,Q04477,0
P06843,Q04921,0
P06843,Q05568,0
P06843,Q06410,0
P06843,Q06704,0
P06843,Q12020,0
P06843,Q12159,0
P06843,Q12263,0
P06843,Q12306,0
P07270,P10862,0
P07270,P11978,0
P07270,P12904,0
P07270,P32908,0
P07270,P35191,0
P07270,P38822,0
P07270,P40202,0
P07270,P46964,0
P07270,P52917,0
P07270,P53253,0
P07270,Q04003,0
P07272,P22216,0
P07272,P23561,0
P07272,P38272,0
P07272,P39081,0
P07272,P41543,0
P07272,P50623,0
P07272,P52891,0
P07272,Q04048,0
P07272,Q92331,0
P08638,P16474,0
P08638,P19262,0
P08638,P38339,0
P08638,P38822,0
P08638,P39723,0
P08638,P42935,0
P08638,Q03654,0
P08638,Q07457,0
P08638,Q12440,0
P08638,Q12446,0
P08964,P14291,0
P08964,P16649,0
P08964,P19262,0
P08964,P23561,0
P08964,P24719,0
P08964,P32389,0
P08964,P38822,0
P08964,P38874,0
P08964,P39081,0
P08964,P53112,0
P08964,Q02884,0
P08964,Q04477,0
P09201,P16649,0
P09201,P17106,0
P09201,P20050,0
P09201,P22216,0
P09201,P25293,0
P09201,P38822,0
P09201,P38930,0
P09201,P46954,0
P09201,Q05580,0
P09798,P10862,0
P09798,P11075,0
P09798,P11978,0
P09798,P12753,0
P09798,P12904,0
P09798,P14741,0
P09798,P15992,0
P09798,P17106,0
P09798,P17709,0
P09798,P19262,0
P09798,P22216,0
P09798,P23561,0
P09798,P25293,0
P09798,P27895,0
P09798,P29469,0
P09798,P30771,0
P09798,P30822,0
P09798,P32361,0
P09798,P32468,0
P09798,P32618,0
P09798,P32797,0
P09798,P32849,0
P09798,P32908,0
P09798,P33338,0
P09798,P33420,0
P09798,P34730,0
P09798,P38339,0
P09798,P38748,0
P09798,P38785,0
P09798,P38822,0
P09798,P38874,0
P09798,P39743,0
P09798,P39928,0
P09798,P39996,0
P09798,P40460,0
P09798,P43639,0
P09798,P47025,0
P09798,P47037,0
P09798,P47095,0
P09798,P50623,0
P09798,P52891,0
P09798,P52917,0
P09798,P54786,0
P09798,P57743,0
P09798,Q00582,0
P09798,Q03954,0
P09798,Q04003,0
P09798,Q04048,0
P09798,Q04477,0
P09798,Q06706,0
P09798,Q07457,0
P09798,Q12446,0
P09938,P14741,0
P09938,P17106,0
P09938,P24279,0
P09938,P30822,0
P09938,P32468,0
P09938,P32523,0
P09938,P32908,0
P09938,P38147,0
P09938,P38247,0
P09938,P38272,0
P09938,P38523,0
P09938,P38822,0
P09938,P38874,0
P09938,P39743,0
P09938,P39928,0
P09938,P40485,0
P09938,P40582,0
P09938,P52917,0
P09938,P53895,0
P09938,P54786,0
P09938,P80667,0
P09938,Q02884,0
P09938,Q06410,0
P09938,Q06675,0
P09938,Q08581,0
P09938,Q12066,0
P0C0X0,P10862,0
P0C0X0,P14904,0
P0C0X0,P16649,0
P0C0X0,P23337,0
P0C0X0,P34730,0
P0C0X0,P38247,0
P0C0X0,P39743,0
P0C0X0,P53895,0
P0C0X0,Q02939,0
P0C0X0,Q12329,0
P10862,P11746,0
P10862,P12904,0
P10862,P15992,0
P10862,P16649,0
P10862,P21374,0
P10862,P23337,0
P10862,P25342,0
P10862,P25367,0
P10862,P32458,0
P10862,P32797,0
P10862,P32829,0
P10862,P34730,0
P10862,P36068,0
P10862,P38147,0
P10862,P38523,0
P10862,P39723,0
P10862,P39996,0
P10862,P40963,0
P10862,P43639,0
P10862,P46946,0
P10862,P46964,0
P10862,P47017,0
P10862,P47037,0
P10862,P47095,0
P10862,P53184,0
P10862,P53895,0
P10862,P54786,0
P10862,Q12134,0
P10862,Q12159,0
P10862,Q12263,0
P10862,Q12306,0
P10862,Q12329,0
P10862,Q12446,0
P11075,P15992,0
P11075,P21374,0
P11075,P21524,0
P11075,P23561,0
P11075,P32618,0
P11075,P32908,0
P11075,P38042,0
P11075,P39743,0
P11075,P40460,0
P11075,P43605,0
P11075,P43639,0
P11075,P47037,0
P11075,P53617,0
P11075,Q03818,0
P11075,Q12306,0
P11075,Q12446,0
P11746,P15442,0
P11746,P16649,0
P11746,P17106,0
P11746,P24719,0
P11746,P25454,0
P11746,P32504,0
P11746,P32829,0
P11746,P34730,0
P11746,P38822,0
P11746,P38874,0
P11746,P39113,0
P11746,P40073,0
P11746,P41543,0
P11746,P43639,0
P11746,P52891,0
P11746,P57743,0
P11746,P80667,0
P11746,Q03954,0
P11978,P12753,0
P11978,P14741,0
P11978,P16474,0
P11978,P16522,0
P11978,P17106,0
P11978,P23561,0
P11978,P24719,0
P11978,P25342,0
P11978,P25454,0
P11978,P29340,0
P11978,P30822,0
P11978,P32389,0
P11978,P32458,0
P11978,P32468,0
P11978,P32797,0
P11978,P32861,0
P11978,P32908,0
P11978,P33338,0
P11978,P33419,0
P11978,P33420,0
P11978,P38785,0
P11978,P38822,0
P11978,P38874,0
P11978,P39723,0
P11978,P39743,0
P11978,P39998,0
P11978,P40073,0
P11978,P40460,0
P11978,P42935,0
P11978,P47017,0
P11978,P47037,0
P11978,P50623,0
P11978,P53886,0
P11978,P57743,0
P11978,Q00582,0
P11978,Q03654,0
P11978,Q03954,0
P11978,Q04048,0
P11978,Q06410,0
P11978,Q12159,0
P11978,Q12263,0
P11978,Q12306,0
P11978,Q12440,0
P11978,Q12446,0
P12753,P14291,0
P12753,P14741,0
P12753,P15992,0
P12753,P16522,0
P12753,P19262,0
P12753,P23561,0
P12753,P24719,0
P12753,P25293,0
P12753,P30822,0
P12753,P32389,0
P12753,P32468,0
P12753,P32618,0
P12753,P32797,0
P12753,P33419,0
P12753,P38339,0
P12753,P38785,0
P12753,P39743,0
P12753,P40460,0
P12753,P42935,0
P12753,P47037,0
P12753,P50623,0
P12753,P53886,0
P12753,P57743,0
P12753,Q00582,0
P12753,Q03654,0
P12753,Q03954,0
P12753,Q04868,0
P12753,Q05568,0
P12753,Q06410,0
P12753,Q07457,0
P12753,Q12159,0
P12753,Q12263,0
P12753,Q12306,0
P12753,Q12329,0
P12753,Q12334,0
P12753,Q12440,0
P12753,Q12446,0
P12904,P14291,0
P12904,P14741,0
P12904,P15992,0
P12904,P17106,0
P12904,P17555,0
P12904,P17709,0
P12904,P19262,0
P12904,P21304,0
P12904,P22216,0
P12904,P23561,0
P12904,P24719,0
P12904,P25454,0
P12904,P30771,0
P12904,P30822,0
P12904,P32468,0
P12904,P32797,0
P12904,P32849,0
P12904,P32861,0
P12904,P33419,0
P12904,P35191,0
P12904,P38042,0
P12904,P38748,0
P12904,P38874,0
P12904,P38930,0
P12904,P39723,0
P12904,P39743,0
P12904,P39929,0
P12904,P40151,0
P12904,P40582,0
P12904,P42935,0
P12904,P47017,0
P12904,P47037,0
P12904,P50623,0
P12904,P57743,0
P12904,Q02884,0
P12904,Q02908,0
P12904,Q03654,0
P12904,Q03818,0
P12904,Q03898,0
P12904,Q03954,0
P12904,Q04003,0
P12904,Q04477,0
P12904,Q04868,0
P12904,Q04921,0
P12904,Q05080,0
P12904,Q05568,0
P12904,Q06169,0
P12904,Q06410,0
P12904,Q06708,0
P12904,Q07457,0
P12904,Q08601,0
P12904,Q12159,0
P12904,Q12263,0
P12904,Q12306,0
P12904,Q92331,0
P14291,P16522,0
P14291,P17555,0
P14291,P19262,0
P14291,P21524,0
P14291,P23337,0
P14291,P23561,0
P14291,P24719,0
P14291,P30822,0
P14291,P32361,0
P14291,P32468,0
P14291,P32618,0
P14291,P32797,0
P14291,P32908,0
P14291,P33420,0
P14291,P34730,0
P14291,P38042,0
P14291,P38147,0
P14291,P38822,0
P14291,P38930,0
P14291,P39743,0
P14291,P39928,0
P14291,P40460,0
P14291,P46954,0
P14291,P47037,0
P14291,P47129,0
P14291,P53184,0
P14291,P53886,0
P14291,P54786,0
P14291,P57743,0
P14291,Q00582,0
P14291,Q00684,0
P14291,Q02884,0
P14291,Q04048,0
P14291,Q05080,0
P14291,Q06410,0
P14291,Q06706,0
P14291,Q07457,0
P14291,Q08601,0
P14291,Q12020,0
P14291,Q12033,0
P14291,Q12159,0
P14291,Q12263,0
P14291,Q12329,0
P14291,Q12440,0
P14291,Q12446,0
P14291,Q92331,0
P14741,P14904,0
P14741,P15442,0
P14741,P17709,0
P14741,P19262,0
P14741,P21374,0
P14741,P22216,0
P14741,P23337,0
P14741,P24719,0
P14741,P25367,0
P14741,P27515,0
P14741,P28795,0
P14741,P30822,0
P14741,P32458,0
P14741,P32468,0
P14741,P32618,0
P14741,P32796,0
P14741,P32861,0
P14741,P33419,0
P14741,P33420,0
P14741,P35056,0
P14741,P35191,0
P14741,P36094,0
P14741,P38523,0
P14741,P39007,0
P14741,P39723,0
P14741,P39743,0
P14741,P39929,0
P14741,P40582,0
P14741,P41543,0
P14741,P41921,0
P14741,P43639,0
P14741,P47037,0
P14741,P57743,0
P14741,Q00684,0
P14741,Q02884,0
P14741,Q02908,0
P14741,Q03654,0
P14741,Q04477,0
P14741,Q04868,0
P14741,Q05080,0
P14741,Q06169,0
P14741,Q06706,0
P14741,Q07457,0
P14741,Q12020,0
P14741,Q12159,0
P14741,Q12306,0
P14904,P17106,0
P14904,P32639,0
P14904,P32908,0
P14904,P38874,0
P14904,P39723,0
