Protein Identifier,seq_len,num_motifs,motif_density,avg_hydro,std_hydro,max_hydro,min_hydro,hydrophobic_fraction
Q00684,551,5,0.009074410163339383,-0.4970961887477315,3.0265058209750126,4.5,-4.5,0.3393829401088929
Q02100,647,22,0.03400309119010819,-0.8137557959814529,2.812850719582904,4.5,-4.5,0.24574961360123648
P26343,269,2,0.007434944237918215,-0.6382899628252787,3.040431155459509,4.5,-4.5,0.3048327137546468
P39928,1220,16,0.013114754098360656,-0.325655737704918,3.0359035945796817,4.5,-4.5,0.3475409836065574
Q06704,911,9,0.009879253567508232,-1.102085620197585,3.1223893221997594,4.5,-4.5,0.27991218441273324
P54861,757,10,0.013210039630118891,-0.36261558784676357,3.1985862178128195,4.5,-4.5,0.35667107001321
P46954,829,14,0.016887816646562123,-0.40108564535585034,3.142200603972983,4.5,-4.5,0.353437876960193
P43569,289,1,0.0034602076124567475,-0.2550173010380623,3.2708396141828167,4.5,-4.5,0.3806228373702422
P04386,881,14,0.015891032917139614,-0.33007945516458576,3.008197822069914,4.5,-4.5,0.3496027241770715
P40969,608,7,0.011513157894736841,-0.24391447368421054,3.15983153582442,4.5,-4.5,0.38651315789473684
P39113,1433,31,0.021632937892533146,-0.5684577808792742,3.013004413842392,4.5,-4.5,0.32937892533147245
P43609,557,6,0.010771992818671455,-0.6669658886894075,3.1090971437228716,4.5,-4.5,0.31956912028725315
Q12446,633,5,0.007898894154818325,-0.7265402843601896,2.6860220130699384,4.5,-4.5,0.28278041074249605
P35210,1082,23,0.021256931608133085,-0.5291127541589649,3.028291269233538,4.5,-4.5,0.3299445471349353
P14741,305,1,0.003278688524590164,0.027540983606557354,3.1476395817890164,4.5,-4.5,0.419672131147541
P47011,380,4,0.010526315789473684,-0.38447368421052636,3.14468574061101,4.5,-4.5,0.3684210526315789
Q00582,310,4,0.012903225806451613,-0.2341935483870968,3.204239907044081,4.5,-4.5,0.3967741935483871
P14904,514,3,0.005836575875486381,-0.3352140077821012,3.0631081549606862,4.5,-4.5,0.3540856031128405
P35719,219,1,0.0045662100456621,-0.6123287671232878,3.2464358484954228,4.5,-4.5,0.3470319634703196
P53081,288,1,0.003472222222222222,-0.1840277777777778,3.1064485616045636,4.5,-4.5,0.3888888888888889
P32263,286,1,0.0034965034965034965,0.10944055944055939,2.9534171926092134,4.5,-4.5,0.4160839160839161
P46946,345,3,0.008695652173913044,-0.9046376811594203,3.1084236089203117,4.5,-4.5,0.2985507246376812
Q12020,392,3,0.007653061224489796,-0.7255102040816326,3.1608433782996546,4.5,-4.5,0.3163265306122449
P38871,571,8,0.014010507880910683,-0.9113835376532399,3.0229930329753087,4.5,-4.5,0.28546409807355516
P32318,326,3,0.009202453987730062,0.025153374233128793,2.963858858364306,4.5,-4.5,0.41411042944785276
P41835,540,5,0.009259259259259259,0.01351851851851848,3.0255490211342955,4.5,-4.5,0.40185185185185185
P50623,157,0,0.0,-0.7917197452229299,2.8805732308028156,4.5,-4.5,0.28662420382165604
Q12066,484,1,0.002066115702479339,-0.5097107438016528,3.0856520666888922,4.5,-4.5,0.3409090909090909
Q99288,334,2,0.005988023952095809,-0.7428143712574851,3.121481374528766,4.5,-4.5,0.31137724550898205
P53215,237,1,0.004219409282700422,-0.30717299578059065,3.123531084914458,4.5,-4.5,0.379746835443038
P53238,335,3,0.008955223880597015,-0.664179104477612,3.0442067070723486,4.5,-4.5,0.33432835820895523
P38744,120,1,0.008333333333333333,-0.5283333333333332,3.0281507925171467,4.5,-4.5,0.31666666666666665
P47095,244,0,0.0,-0.15614754098360656,3.0618894698817334,4.5,-4.5,0.4016393442622951
Q12358,412,2,0.0048543689320388345,-0.6179611650485437,3.0421740626759113,4.5,-4.5,0.3155339805825243
P38820,440,4,0.00909090909090909,-0.28795454545454546,3.124502200020651,4.5,-4.5,0.3659090909090909
P38889,622,14,0.022508038585209004,-0.6411575562700965,2.9834447726596895,4.5,-4.5,0.31189710610932475
P53093,235,0,0.0,0.5212765957446809,3.010205066190021,4.5,-4.5,0.4723404255319149
Q04048,859,6,0.006984866123399301,-0.3660069848661234,3.128755699654977,4.5,-4.5,0.3620488940628638
P34730,273,3,0.01098901098901099,-0.7923076923076924,2.960233288347839,4.5,-4.5,0.304029304029304
Q03898,291,2,0.006872852233676976,-0.8680412371134021,3.126899578535345,4.5,-4.5,0.2920962199312715
Q12365,385,3,0.007792207792207792,-1.1644155844155843,2.9689311092017103,4.5,-4.5,0.2545454545454545
P32504,956,9,0.009414225941422594,-0.7235355648535565,3.0618349247592898,4.5,-4.5,0.3117154811715481
P53971,965,6,0.0062176165803108805,-0.5351295336787565,2.9943572335792505,4.5,-4.5,0.35025906735751294
P41921,483,2,0.004140786749482402,-0.3028985507246377,3.105853667211384,4.5,-4.5,0.36231884057971014
P15992,214,0,0.0,-0.6878504672897195,3.0596319575984507,4.5,-4.5,0.308411214953271
P19262,463,1,0.0021598272138228943,-0.37948164146868263,3.0099816218930315,4.5,-4.5,0.35853131749460043
Q12514,560,6,0.010714285714285714,-1.0469642857142858,2.9876157596478032,4.5,-4.5,0.2732142857142857
P40316,373,4,0.010723860589812333,-1.071313672922252,2.960528110404293,4.5,-4.5,0.26005361930294907
P38748,585,4,0.006837606837606838,-0.717094017094017,3.135326441878691,4.5,-4.5,0.3299145299145299
P40473,351,3,0.008547008547008548,-0.927065527065527,2.8464066803617856,4.5,-4.5,0.26495726495726496
Q04461,462,6,0.012987012987012988,-0.9361471861471862,2.9448121313861004,4.5,-4.5,0.2727272727272727
P38198,1513,18,0.011896893588896233,-0.4446794448116326,3.129063351080718,4.5,-4.5,0.3555849306014541
Q12263,1142,12,0.010507880910683012,-0.7961471103327497,3.1019573289824445,4.5,-4.5,0.2968476357267951
Q12159,226,2,0.008849557522123894,-0.9513274336283186,3.0809610914079264,4.5,-4.5,0.3053097345132743
P36036,203,1,0.0049261083743842365,-1.2719211822660101,2.979494742384376,4.5,-4.5,0.2512315270935961
Q12329,375,3,0.008,-1.1266666666666667,2.821967792555794,4.5,-4.5,0.23466666666666666
P35191,511,2,0.003913894324853229,-0.5614481409001958,2.9315379800248618,4.5,-4.5,0.32093933463796476
P21524,888,5,0.00563063063063063,-0.33231981981981984,2.993600987220617,4.5,-4.5,0.36599099099099097
P53163,194,1,0.005154639175257732,-0.12886597938144329,3.040193250873541,4.5,-4.5,0.3865979381443299
P02829,709,4,0.005641748942172073,-0.5753173483779972,3.174434648331187,4.5,-4.5,0.3469675599435825
P07270,312,6,0.019230769230769232,-0.7596153846153846,2.890474604941997,4.5,-4.5,0.2916666666666667
P21304,576,4,0.006944444444444444,-0.5861111111111111,2.9857267194453474,4.5,-4.5,0.3263888888888889
P21651,314,1,0.0031847133757961785,-0.8608280254777069,3.0111196177817927,4.5,-4.5,0.30254777070063693
P11075,2009,21,0.010452961672473868,-0.4226978596316575,3.11876136674773,4.5,-4.5,0.3583872573419612
P40574,245,2,0.00816326530612245,-1.0416326530612245,3.1106370152376233,4.5,-4.5,0.3020408163265306
Q05580,639,8,0.012519561815336464,-0.8419405320813772,2.9306742091892826,4.5,-4.5,0.28794992175273865
Q04411,772,6,0.007772020725388601,-0.4347150259067358,3.0959420283884675,4.5,-4.5,0.3601036269430052
P43605,281,4,0.014234875444839857,-0.6032028469750891,3.071894819891443,4.5,-4.5,0.298932384341637
P09938,399,2,0.005012531328320802,-0.4080200501253132,3.1336776603211742,4.5,-4.5,0.39348370927318294
P81449,96,1,0.010416666666666666,-0.3729166666666666,3.1982247408610225,4.5,-4.5,0.40625
P47025,714,8,0.011204481792717087,-0.5792717086834734,3.022560646033012,4.5,-4.5,0.3179271708683473
P38072,301,3,0.009966777408637873,-0.583388704318937,3.0490001321284956,4.5,-4.5,0.3289036544850498
P32479,840,5,0.005952380952380952,-0.3810714285714286,3.1118492885899793,4.5,-4.5,0.3416666666666667
P40963,338,1,0.0029585798816568047,-0.33047337278106503,3.05537460503645,4.5,-4.5,0.3431952662721893
Q04003,481,2,0.004158004158004158,-0.8478170478170478,3.1344442181932495,4.5,-4.5,0.30145530145530147
P37303,387,0,0.0,-0.16434108527131783,3.0324037705831466,4.5,-4.5,0.3953488372093023
P20967,1014,8,0.007889546351084813,-0.48540433925049314,3.0012692883912866,4.5,-4.5,0.33136094674556216
P47017,172,2,0.011627906976744186,-0.8325581395348837,3.146091774872774,4.5,-4.5,0.3372093023255814
P57743,89,0,0.0,-0.17415730337078647,3.2438196409319833,4.5,-4.5,0.39325842696629215
P40089,93,0,0.0,-0.056989247311828015,3.3124528107642974,4.5,-4.5,0.40860215053763443
Q12390,233,1,0.004291845493562232,-0.2716738197424893,3.084109241961643,4.5,-4.5,0.38197424892703863
Q12033,661,6,0.009077155824508321,-0.44614220877458394,3.153343364771081,4.5,-4.5,0.3585476550680787
P41697,788,9,0.011421319796954314,-0.6965736040609138,3.079575080437969,4.5,-4.5,0.3210659898477157
P41546,238,1,0.004201680672268907,-0.7693277310924369,2.9266136771499935,4.5,-4.5,0.31932773109243695
P53112,341,2,0.005865102639296188,-0.7340175953079179,3.0838361093369606,4.5,-4.5,0.3284457478005865
P38013,176,0,0.0,-0.04829545454545459,2.9646204423588642,4.5,-4.5,0.38636363636363635
Q06675,368,2,0.005434782608695652,-0.4418478260869566,3.310661115294249,4.5,-4.5,0.375
P22216,821,11,0.013398294762484775,-0.4967113276492084,3.1180588922083756,4.5,-4.5,0.3373934226552984
P53129,644,8,0.012422360248447204,-0.3420807453416149,3.0941312941647903,4.5,-4.5,0.36180124223602483
P39723,622,7,0.011254019292604502,-0.7906752411575562,3.203436136561313,4.5,-4.5,0.31189710610932475
P28795,441,2,0.0045351473922902496,-0.34988662131519277,3.108492680466674,4.5,-4.5,0.35827664399092973
P29340,183,0,0.0,-0.26994535519125684,3.157699151508923,4.5,-4.5,0.366120218579235
P35056,612,6,0.00980392156862745,-0.7156862745098039,3.0074606066030403,4.5,-4.5,0.3235294117647059
Q12462,236,1,0.00423728813559322,0.06101694915254233,3.177930621270866,4.5,-4.5,0.4491525423728814
P80667,386,5,0.012953367875647668,-0.5297927461139896,2.8086134094016386,4.5,-4.5,0.30569948186528495
P14682,295,2,0.006779661016949152,-0.9637288135593223,3.007539620774049,4.5,-4.5,0.28135593220338984
Q12102,859,6,0.006984866123399301,-0.3640279394644936,3.160270405777985,4.5,-4.5,0.3480791618160652
Q05568,337,3,0.008902077151335312,-0.22492581602373887,3.127778585791695,4.5,-4.5,0.39465875370919884
P17106,351,5,0.014245014245014245,-1.2754985754985757,2.8267894706780754,4.5,-4.5,0.245014245014245
Q03071,99,0,0.0,-0.32626262626262625,3.109925000186503,4.5,-4.5,0.37373737373737376
P06633,220,2,0.00909090909090909,-0.08499999999999998,3.114409691622592,4.5,-4.5,0.41818181818181815
P05986,398,2,0.005025125628140704,-0.5042713567839197,3.046904161865225,4.5,-4.5,0.3316582914572864
P03962,267,0,0.0,-0.24007490636704124,3.0578450702724926,4.5,-4.5,0.38202247191011235
P06782,633,9,0.014218009478672985,-0.5688783570300159,3.0483665383847116,4.5,-4.5,0.32701421800947866
P03069,281,1,0.0035587188612099642,-0.6014234875444839,3.0247728249774983,4.5,-4.5,0.3274021352313167
Q07540,174,2,0.011494252873563218,-0.360344827586207,3.102276119637523,4.5,-4.5,0.3620689655172414
P12904,322,0,0.0,-0.006211180124223646,3.262399936658181,4.5,-4.5,0.40372670807453415
P15873,258,1,0.003875968992248062,0.0003875968992248255,3.2069268302737877,4.5,-4.5,0.42248062015503873
P32361,1115,7,0.006278026905829596,-0.3644843049327354,3.126632822351783,4.5,-4.5,0.35336322869955156
P40416,690,7,0.010144927536231883,0.00478260869565218,3.1810840867908183,4.5,-4.5,0.41884057971014493
P25367,405,9,0.022222222222222223,-1.137283950617284,2.386405433844109,4.5,-4.5,0.20987654320987653
P32458,415,4,0.00963855421686747,-0.5814457831325301,3.19250897764779,4.5,-4.5,0.3204819277108434
P25342,322,1,0.003105590062111801,-0.3804347826086957,3.204609810034065,4.5,-4.5,0.35714285714285715
P36095,224,1,0.004464285714285714,-0.8825892857142856,3.248627524909479,4.5,-4.5,0.33482142857142855
P53178,202,2,0.009900990099009901,-0.025247524752475246,3.137241360586253,4.5,-4.5,0.400990099009901
P53853,264,0,0.0,-0.8068181818181817,3.0307688089002687,4.5,-4.5,0.30303030303030304
P53617,575,8,0.01391304347826087,-0.663304347826087,2.9198438676957075,4.5,-4.5,0.2991304347826087
P32797,924,10,0.010822510822510822,-0.38593073593073596,3.099517679900591,4.5,-4.5,0.3593073593073593
P36010,153,0,0.0,-0.3673202614379085,3.1042629357959988,4.5,-4.5,0.35294117647058826
Q08931,133,0,0.0,-0.7684210526315789,2.9917271502447664,4.5,-4.5,0.3157894736842105
P40151,587,7,0.01192504258943782,-0.5168654173764907,3.1316766583220788,4.5,-4.5,0.34582623509369675
Q12306,101,0,0.0,-0.8485148514851487,3.097607312372022,4.5,-4.5,0.31683168316831684
P43545,298,0,0.0,-0.011744966442953055,3.0933186782200437,4.5,-4.5,0.43288590604026844
P40325,198,1,0.005050505050505051,-1.041919191919192,2.6028171128150714,4.5,-4.5,0.2222222222222222
P40892,196,0,0.0,-0.09489795918367348,3.1987042162502397,4.5,-4.5,0.37755102040816324
P38272,425,7,0.01647058823529412,-0.908,2.9558527385112923,4.5,-4.5,0.26823529411764707
Q12084,232,1,0.004310344827586207,-0.44741379310344825,3.268593001290557,4.5,-4.5,0.3620689655172414
P47115,236,4,0.01694915254237288,-1.1067796610169491,3.000627866883618,4.5,-4.5,0.2796610169491525
P36068,246,1,0.0040650406504065045,-0.09878048780487803,3.2187141010051694,4.5,-4.5,0.4105691056910569
P39929,240,0,0.0,-0.8112499999999999,3.1055995294789702,4.5,-4.5,0.325
Q99210,232,2,0.008620689655172414,-0.30301724137931035,3.171687715589285,4.5,-4.5,0.35344827586206895
Q03860,143,1,0.006993006993006993,0.8615384615384615,2.968716213250168,4.5,-4.5,0.5244755244755245
P39996,337,5,0.01483679525222552,-0.3172106824925817,2.9802316929633927,4.5,-4.5,0.3590504451038576
P39979,161,0,0.0,-0.48322981366459616,3.0408448487863775,4.5,-4.5,0.34782608695652173
P38821,490,5,0.01020408163265306,-0.2389795918367347,3.0725464709113903,4.5,-4.5,0.3693877551020408
P40582,234,0,0.0,-0.2525641025641026,3.097892488422167,4.5,-4.5,0.3888888888888889
P39534,108,0,0.0,-0.325,3.0070018598572874,4.5,-4.5,0.3425925925925926
P07272,904,7,0.007743362831858407,-0.3834070796460177,3.0356420910711166,4.5,-4.5,0.3506637168141593
P42884,376,0,0.0,-0.2757978723404255,3.02186612796044,4.5,-4.5,0.3617021276595745
Q03818,150,0,0.0,-0.9240000000000002,3.2311748121490838,4.5,-4.5,0.31333333333333335
Q06178,401,1,0.0024937655860349127,-0.5576059850374065,3.1102915411079026,4.5,-4.5,0.3316708229426434
Q01389,1478,24,0.016238159675236806,-0.723680649526387,2.846360254147647,4.5,-4.5,0.2746955345060893
P43619,295,1,0.003389830508474576,-0.1369491525423729,3.0325506712478396,4.5,-4.5,0.3898305084745763
P38276,179,1,0.00558659217877095,-0.37877094972067044,3.0671983555038045,4.5,-4.5,0.3743016759776536
P53184,216,0,0.0,-0.5138888888888888,3.125535756543524,4.5,-4.5,0.3287037037037037
P53633,176,1,0.005681818181818182,0.43920454545454546,3.0489374906346507,4.5,-4.5,0.4602272727272727
P22804,142,3,0.02112676056338028,-0.28169014084507055,2.898411894403745,4.5,-4.5,0.352112676056338
P04821,1589,30,0.018879798615481436,-0.5262429200755192,3.0111451953006863,4.5,-4.5,0.32158590308370044
P16649,713,14,0.019635343618513323,-0.6279102384291725,2.9072995587074737,4.5,-4.5,0.30014025245441794
P15442,1659,21,0.012658227848101266,-0.48499095840867995,3.122947429576579,4.5,-4.5,0.3411693791440627
P20050,605,7,0.011570247933884297,-0.43008264462809925,3.148719402783834,4.5,-4.5,0.3537190082644628
P31539,908,2,0.0022026431718061676,-0.4683920704845814,3.2211961230295842,4.5,-4.5,0.3733480176211454
P04807,486,2,0.00411522633744856,-0.32839506172839505,3.0412351793215024,4.5,-4.5,0.360082304526749
P32917,917,11,0.011995637949836423,-0.42290076335877863,3.069802100045773,4.5,-4.5,0.33478735005452565
P52917,437,2,0.004576659038901602,-0.5368421052631579,2.9985949578201914,4.5,-4.5,0.3340961098398169
P41695,1021,7,0.0068560235063663075,-0.6820763956904994,3.061895285683498,4.5,-4.5,0.3095004897159647
Q02939,513,3,0.005847953216374269,-0.24191033138401558,3.170566674396526,4.5,-4.5,0.3840155945419103
Q3E7C1,72,0,0.0,-0.35694444444444445,3.350200093066121,4.5,-4.5,0.4166666666666667
P40303,254,0,0.0,-0.5279527559055119,3.1250521478691926,4.5,-4.5,0.3228346456692913
P32639,2163,17,0.00785945446139621,-0.3237170596393896,3.153705620012412,4.5,-4.5,0.3684697179842811
Q08601,432,4,0.009259259259259259,-0.7083333333333334,2.8536161269519065,4.5,-4.5,0.2916666666666667
Q12154,354,4,0.011299435028248588,-0.30338983050847457,3.0681045199287644,4.5,-4.5,0.3728813559322034
P40485,686,15,0.021865889212827987,-0.6959183673469388,3.0385253662754526,4.5,-4.5,0.30903790087463556
P25293,417,4,0.009592326139088728,-0.849400479616307,3.071405348636884,4.5,-4.5,0.30455635491606714
P38874,309,1,0.003236245954692557,-0.344336569579288,3.0706052811896525,4.5,-4.5,0.34951456310679613
Q02884,456,1,0.0021929824561403508,-0.5043859649122807,3.073047528787829,4.5,-4.5,0.32456140350877194
P53739,893,19,0.02127659574468085,-0.8690929451287795,2.852936438427668,4.5,-4.5,0.2687569988801792
P52891,726,3,0.004132231404958678,-0.21955922865013774,3.2247412732729144,4.5,-4.5,0.3856749311294766
Q05567,589,1,0.001697792869269949,-0.10679117147707982,3.022657179813694,4.5,-4.5,0.3837011884550085
Q12230,341,1,0.002932551319648094,-0.6563049853372435,3.0198944186752326,4.5,-4.5,0.3313782991202346
P51534,789,8,0.010139416983523447,-0.02927756653992396,3.2442312433331835,4.5,-4.5,0.4220532319391635
P31111,875,16,0.018285714285714287,-1.0369142857142857,3.069201416575687,4.5,-4.5,0.2754285714285714
P40161,455,3,0.006593406593406593,-0.7413186813186815,3.0649895429580534,4.5,-4.5,0.3076923076923077
P38822,633,8,0.01263823064770932,-0.8178515007898893,2.970749523255488,4.5,-4.5,0.2859399684044234
Q04868,273,2,0.007326007326007326,-0.0750915750915751,3.1059146121061647,4.5,-4.5,0.3882783882783883
Q06706,1349,10,0.007412898443291327,-0.32157153446997777,3.153667810426861,4.5,-4.5,0.3765752409191994
P42935,788,0,0.0,-0.29035532994923857,3.07188550965047,4.5,-4.5,0.3616751269035533
P61829,76,0,0.0,1.4460526315789473,2.6257049574439444,4.5,-4.5,0.618421052631579
Q02908,557,0,0.0,-0.5265709156193895,3.071881729765579,4.5,-4.5,0.3267504488330341
P38247,162,1,0.006172839506172839,-0.24135802469135803,3.0650085102842075,4.5,-4.5,0.36419753086419754
P00447,233,2,0.008583690987124463,-0.3459227467811159,2.9583508242232113,4.5,-4.5,0.3605150214592275
Q12051,335,4,0.011940298507462687,-0.20507462686567168,3.2396799976183055,4.5,-4.5,0.3850746268656716
Q12334,223,4,0.017937219730941704,-1.1865470852017939,3.0832250028479224,4.5,-4.5,0.2556053811659193
Q01454,927,4,0.004314994606256742,-0.40226537216828484,3.048476593164297,4.5,-4.5,0.3516720604099245
P25638,111,0,0.0,-0.4891891891891892,3.0408732550694446,4.5,-4.5,0.35135135135135137
P36057,244,1,0.004098360655737705,-0.11352459016393444,3.165843171589559,4.5,-4.5,0.38524590163934425
P41543,476,6,0.012605042016806723,-0.15861344537815125,2.9751119902916603,4.5,-4.5,0.36764705882352944
P46964,130,0,0.0,0.6838461538461539,3.0812535872010036,4.5,-4.5,0.5461538461538461
P39007,718,3,0.004178272980501393,0.32367688022284125,2.9936742716764013,4.5,-4.5,0.44986072423398327
P38339,666,6,0.009009009009009009,-0.46561561561561565,3.0453140780928702,4.5,-4.5,0.34384384384384387
Q05080,669,7,0.01046337817638266,-0.8100149476831091,2.9739433691155437,4.5,-4.5,0.2929745889387145
Q12440,853,9,0.010550996483001172,-0.3335287221570926,3.2043385518939687,4.5,-4.5,0.37280187573270807
P08640,1367,3,0.0021945866861741038,-0.3677395757132407,2.1294031906317854,4.5,-4.5,0.2099487929773226
Q03034,503,1,0.0019880715705765406,-0.12326043737574553,3.0649749229148395,4.5,-4.5,0.38767395626242546
Q05791,360,4,0.011111111111111112,-0.5316666666666667,3.1518420539953036,4.5,-4.5,0.35
P24719,497,2,0.004024144869215292,-0.2975855130784709,3.224134685782182,4.5,-4.5,0.3762575452716298
P21190,360,4,0.011111111111111112,-1.051388888888889,2.741299015651134,4.5,-4.5,0.24166666666666667
P16474,682,0,0.0,-0.3183284457478006,3.140656882191078,4.5,-4.5,0.3724340175953079
P08638,886,6,0.006772009029345372,-0.42855530474040626,3.043055883358679,4.5,-4.5,0.34650112866817157
P11746,286,1,0.0034965034965034965,-1.416083916083916,2.800727936087165,4.5,-4.5,0.23076923076923078
P29469,868,4,0.004608294930875576,-0.6373271889400922,3.1618460233597516,4.5,-4.5,0.3352534562211982
P24279,971,8,0.008238928939237899,-0.47322348094747685,3.0860110619477847,4.5,-4.5,0.3470648815653965
P38523,228,0,0.0,-0.8096491228070176,3.0733994350574596,4.5,-4.5,0.32894736842105265
P08964,1928,19,0.009854771784232365,-0.7824688796680498,3.1761337251291697,4.5,-4.5,0.31431535269709543
P23561,717,2,0.002789400278940028,-0.4446304044630405,3.1506329370216144,4.5,-4.5,0.3528591352859135
P30771,971,5,0.005149330587023687,-0.3876416065911431,3.10564279948962,4.5,-4.5,0.35942327497425336
P32829,692,4,0.005780346820809248,-0.5979768786127166,3.0786973560046507,4.5,-4.5,0.32803468208092484
Q04673,461,1,0.0021691973969631237,-0.40520607375271156,3.1597411634509704,4.5,-4.5,0.368763557483731
P06786,1428,4,0.0028011204481792717,-0.6966386554621848,3.1023466163040894,4.5,-4.5,0.3123249299719888
P06843,333,0,0.0,-1.4798798798798798,2.8420243996619483,4.5,-4.5,0.22522522522522523
P39081,626,8,0.012779552715654952,-0.7052715654952075,3.0754808460205703,4.5,-4.5,0.30990415335463256
P33338,968,3,0.0030991735537190084,-0.45640495867768593,3.086018907186507,4.5,-4.5,0.36673553719008267
P14291,827,8,0.009673518742442563,-0.7548972188633616,3.182488297056119,4.5,-4.5,0.3143893591293833
