Identifier A,Identifier B,Interaction
P70452,Q60770,1
P78318,Q8NCK7,1
P78371,Q8IWZ6,1
P78371,Q9BXC9,1
P78371,Q9NPJ1,1
P78527,Q8NCK7,1
P82912,Q8NCK7,1
P84090,Q8NCK7,1
P84243,Q8NCK7,1
Q00059,Q8NCK7,1
Q00325,Q8NCK7,1
Q00577,Q8NCK7,1
Q02248,Q9CWF6,1
Q02978,Q8NCK7,1
Q04206,Q9UBK2,1
Q04637,Q8NCK7,1
Q04917,Q8NCK7,1
Q07065,Q8NCK7,1
Q08209,Q60700,1
Q08850,Q60770,1
Q08945,Q8NCK7,1
Q09161,Q8NCK7,1
Q09472,Q9R1E0,1
Q12797,Q8NCK7,1
Q13123,Q8NCK7,1
Q13200,Q8NCK7,1
Q13217,Q8NCK7,1
Q13283,Q8NCK7,1
Q13409,Q8NCK7,1
Q13418,Q8NCK7,1
Q13509,Q8NCK7,1
Q13573,Q8NCK7,1
Q13627,Q8NCK7,1
Q13724,Q8NCK7,1
Q13823,Q8NCK7,1
Q13885,Q8NCK7,1
Q14203,Q8NCK7,1
Q14204,Q8NCK7,1
Q14257,Q8NCK7,1
Q14444,Q8NCK7,1
Q14527,Q8NCK7,1
Q14568,Q8NCK7,1
Q14669,Q8NCK7,1
Q14683,Q8NCK7,1
Q14694,Q8NCK7,1
Q14697,Q8NCK7,1
Q14739,Q8NCK7,1
Q14746,Q8NCK7,1
Q14974,Q8NCK7,1
Q15006,Q8NCK7,1
Q15008,Q8NCK7,1
Q15014,Q8NCK7,1
Q15154,Q8NFJ9,1
Q15154,Q96RK4,1
Q15293,Q8NCK7,1
Q15392,Q8NCK7,1
Q15434,Q8NCK7,1
Q15773,Q8NCK7,1
Q15907,Q8NCK7,1
Q15907,Q96QF0,1
Q15942,Q8NCK7,1
Q16531,Q8NCK7,1
Q16637,Q8NCK7,1
Q16891,Q8NCK7,1
Q2KHR2,Q8NCK7,1
Q2TAC2,Q8NCK7,1
Q38DU9,Q57UH8,1
Q3SYG4,Q8IWZ6,1
Q3SYG4,Q8N3I7,1
Q3SYG4,Q8NFJ9,1
Q3SYG4,Q8TAM2,1
Q3SYG4,Q96RK4,1
Q3SYG4,Q9BXC9,1
Q3SYG4,Q9H0F7,1
Q3SYG4,Q9NQ48,1
Q3TLI0,Q96QF0,1
Q3U0M1,Q96QF0,1
Q3UPR7,Q96QF0,1
Q3V3N7,Q811G0,1
Q3V3N7,Q8C1Z7,1
Q3V3N7,Q8K2G4,1
Q3V3N7,Q8VD72,1
Q3V3N7,Q96RK4,1
Q3V3N7,Q9CWF6,1
Q3V3N7,Q9CZQ9,1
Q3ZCM7,Q8NCK7,1
Q3ZCQ8,Q8NCK7,1
Q4GYY5,Q57UH8,1
Q4VC05,Q8NCK7,1
Q52LR7,Q8NCK7,1
Q53EU6,Q8NCK7,1
Q53G59,Q8NCK7,1
Q53GQ0,Q8NCK7,1
Q53R41,Q8NCK7,1
Q58EX7,Q8NCK7,1
Q5BKY9,Q8NCK7,1
Q5BKZ1,Q8NCK7,1
Q5C9Z4,Q8NCK7,1
Q5H9R7,Q8NCK7,1
Q5HYI8,Q8NCK7,1
Q5JPE7,Q8NCK7,1
Q5JWF2,Q8NCK7,1
Q5LJA5,Q8NCK7,1
Q5M775,Q8NCK7,1
Q5NCF2,Q96QF0,1
Q5QPK2,Q8NCK7,1
Q5SNT2,Q8NCK7,1
Q5SRD1,Q8NCK7,1
Q5SRE5,Q8NCK7,1
Q5T160,Q8NCK7,1
Q5T3I0,Q8NCK7,1
Q5TEC6,Q8NCK7,1
Q5VWC4,Q8NCK7,1
Q5W0B1,Q8NCK7,1
Q5XKP0,Q8NCK7,1
Q60700,Q60700,1
Q66K89,Q8NCK7,1
Q68CQ7,Q8NCK7,1
Q69YQ0,Q8NCK7,1
Q6DN90,Q8NCK7,1
Q6IEG0,Q8NCK7,1
Q6NXE6,Q8NCK7,1
Q6P4A7,Q8NCK7,1
Q6PCB8,Q8NCK7,1
Q6PI48,Q8NCK7,1
Q6PJG2,Q8NCK7,1
Q6PJG6,Q8NCK7,1
Q6UW78,Q8NCK7,1
Q6YHU6,Q8NCK7,1
Q6ZNB6,Q8NCK7,1
Q6ZW61,Q8IWZ6,1
Q6ZW61,Q9NPJ1,1
Q71DI3,Q8NCK7,1
Q71RC2,Q8NCK7,1
Q7L5D6,Q8NCK7,1
Q7RTV0,Q8NCK7,1
Q7Z3C6,Q8NCK7,1
Q7Z3U7,Q8NCK7,1
Q7Z3Y7,Q8NCK7,1
Q7Z6Z7,Q8NCK7,1
Q80U30,Q8BH75,1
Q811G0,Q96RK4,1
Q811G0,Q9CWF6,1
Q86SZ2,Q96QF0,1
Q86UL3,Q8NCK7,1
Q86VP6,Q8NCK7,1
Q86X55,Q8NCK7,1
Q86X95,Q8NCK7,1
Q86Y07,Q8NCK7,1
Q86Y56,Q8NCK7,1
Q8C1Z7,Q9BXC9,1
Q8C1Z7,Q9CWF6,1
Q8IUR0,Q96QF0,1
Q8IWZ6,Q8N3I7,1
Q8IWZ6,Q8NFJ9,1
Q8IWZ6,Q8TAM2,1
Q8IWZ6,Q96RK4,1
Q8IWZ6,Q9BXC9,1
Q8IWZ6,Q9H0F7,1
Q8IWZ6,Q9NPJ1,1
Q8IWZ6,Q9NQ48,1
Q8IXI1,Q8NCK7,1
Q8IYB5,Q8NCK7,1
Q8K2G4,Q96RK4,1
Q8K2G4,Q9BXC9,1
Q8K2G4,Q9CWF6,1
Q8N0V3,Q8NCK7,1
Q8N1F7,Q8NCK7,1
Q8N1N4,Q8NCK7,1
Q8N3I7,Q8NFJ9,1
Q8N3I7,Q96RK4,1
Q8N3I7,Q9BXC9,1
Q8N3R9,Q8NCK7,1
Q8N5F7,Q8NCK7,1
Q8N5P1,Q8NCK7,1
Q8N9E0,Q8NCK7,1
Q8N9M5,Q96QF0,1
Q8NBJ5,Q8NCK7,1
Q8NBM4,Q8NCK7,1
Q8NCK7,Q8NCK7,1
Q8NCK7,Q8ND56,1
Q8NCK7,Q8NDQ6,1
Q8NCK7,Q8NDV7,1
Q8NCK7,Q8NF37,1
Q8NCK7,Q8NFD5,1
Q8NCK7,Q8NFQ8,1
Q8NCK7,Q8NI60,1
Q8NCK7,Q8TA86,1
Q8NCK7,Q8TAT6,1
Q8NCK7,Q8TBF4,1
Q8NCK7,Q8TC07,1
Q8NCK7,Q8TCJ2,1
Q8NCK7,Q8TEM1,1
Q8NCK7,Q8TEQ8,1
Q8NCK7,Q8TEX9,1
Q8NCK7,Q8WTW3,1
Q8NCK7,Q8WUH6,1
Q8NCK7,Q8WUM0,1
Q8NCK7,Q8WVM8,1
Q8NCK7,Q8WVX9,1
Q8NCK7,Q92538,1
Q8NCK7,Q92545,1
Q8NCK7,Q92615,1
Q8NCK7,Q92616,1
Q8NCK7,Q92621,1
Q8NCK7,Q92643,1
Q8NCK7,Q92665,1
Q8NCK7,Q92782,1
Q8NCK7,Q92804,1
Q8NCK7,Q92890,1
Q8NCK7,Q92900,1
Q8NCK7,Q92922,1
Q8NCK7,Q92947,1
Q8NCK7,Q92973,1
Q8NCK7,Q93084,1
Q8NCK7,Q969V3,1
Q8NCK7,Q96A33,1
Q8NCK7,Q96BR5,1
Q8NCK7,Q96BY9,1
Q8NCK7,Q96CK0,1
Q8NCK7,Q96CS3,1
Q8NCK7,Q96D53,1
Q8NCK7,Q96F45,1
Q8NCK7,Q96FV9,1
Q8NCK7,Q96GD4,1
Q8NCK7,Q96GF1,1
Q8NCK7,Q96GM8,1
Q8NCK7,Q96HA1,1
Q8NCK7,Q96JJ7,1
Q8NCK7,Q96L91,1
Q8NCK7,Q96P70,1
Q8NCK7,Q96PK6,1
Q8NCK7,Q96PM9,1
Q8NCK7,Q96S52,1
Q8NCK7,Q96T76,1
Q8NCK7,Q99460,1
Q8NCK7,Q99570,1
Q8NCK7,Q99615,1
Q8NCK7,Q99653,1
Q8NCK7,Q99707,1
Q8NCK7,Q99733,1
Q8NCK7,Q99805,1
Q8NCK7,Q99942,1
Q8NCK7,Q9BPW8,1
Q8NCK7,Q9BRK5,1
Q8NCK7,Q9BRT8,1
Q8NCK7,Q9BRX2,1
Q8NCK7,Q9BSD7,1
Q8NCK7,Q9BSJ2,1
Q8NCK7,Q9BSR8,1
Q8NCK7,Q9BTY2,1
Q8NCK7,Q9BUF5,1
Q8NCK7,Q9BUJ2,1
Q8NCK7,Q9BVA1,1
Q8NCK7,Q9BW92,1
Q8NCK7,Q9BWJ5,1
Q8NCK7,Q9BXF3,1
Q8NCK7,Q9BXW9,1
Q8NCK7,Q9BYJ9,1
Q8NCK7,Q9BYW2,1
Q8NCK7,Q9C005,1
Q8NCK7,Q9GZN1,1
Q8NCK7,Q9H078,1
Q8NCK7,Q9H0E9,1
Q8NCK7,Q9H0U4,1
Q8NCK7,Q9H147,1
Q8NCK7,Q9H1K4,1
Q8NCK7,Q9H2F5,1
Q8NCK7,Q9H307,1
Q8NCK7,Q9H583,1
Q8NCK7,Q9H5Q4,1
Q8NCK7,Q9H5V9,1
Q8NCK7,Q9H773,1
Q8NCK7,Q9H7B2,1
Q8NCK7,Q9H936,1
Q8NCK7,Q9H9E1,1
Q8NCK7,Q9H9S3,1
Q8NCK7,Q9HAF1,1
Q8NCK7,Q9HAU5,1
Q8NCK7,Q9HAV4,1
Q8NCK7,Q9HCJ0,1
Q8NCK7,Q9HCU5,1
Q8NCK7,Q9HD20,1
Q8NCK7,Q9HD45,1
Q8NCK7,Q9HDC9,1
Q8NCK7,Q9NP92,1
Q8NCK7,Q9NPF5,1
Q8NCK7,Q9NQ29,1
Q8NCK7,Q9NQH7,1
Q8NCK7,Q9NRG9,1
Q8NCK7,Q9NRR5,1
Q8NCK7,Q9NS69,1
Q8NCK7,Q9NSG2,1
Q8NCK7,Q9NTJ3,1
Q8NCK7,Q9NTJ5,1
Q8NCK7,Q9NUD5,1
Q8NCK7,Q9NUP9,1
Q8NCK7,Q9NV56,1
Q8NCK7,Q9NVI1,1
Q8NCK7,Q9NWB6,1
Q8NCK7,Q9NY65,1
Q8NCK7,Q9NYA4,1
Q8NCK7,Q9NYU2,1
Q8NCK7,Q9NZ01,1
Q8NCK7,Q9P0I2,1
Q8NCK7,Q9P2R6,1
Q8NCK7,Q9UBB4,1
Q8NCK7,Q9UBF2,1
Q8NCK7,Q9UBM7,1
Q8NCK7,Q9UBS4,1
Q8NCK7,Q9UBU8,1
Q8NCK7,Q9UBV2,1
Q8NCK7,Q9UBX3,1
Q8NCK7,Q9UDW3,1
Q8NCK7,Q9UDY4,1
Q8NCK7,Q9UET6,1
Q8NCK7,Q9UH99,1
Q8NCK7,Q9UHI6,1
Q8NCK7,Q9UI12,1
Q8NCK7,Q9UJS0,1
Q8NCK7,Q9UJV9,1
Q8NCK7,Q9UKV0,1
Q8NCK7,Q9UL15,1
Q8NCK7,Q9ULD9,1
Q8NCK7,Q9ULX6,1
Q8NCK7,Q9UN37,1
Q8NCK7,Q9UN81,1
Q8NCK7,Q9UN86,1
Q8NCK7,Q9UNF1,1
Q8NCK7,Q9UNM6,1
Q8NCK7,Q9UNP9,1
Q8NCK7,Q9UPQ9,1
Q8NCK7,Q9UPT5,1
Q8NCK7,Q9UQL6,1
Q8NCK7,Q9Y277,1
Q8NCK7,Q9Y285,1
Q8NCK7,Q9Y2G8,1
Q8NCK7,Q9Y2J4,1
Q8NCK7,Q9Y383,1
Q8NCK7,Q9Y3C1,1
Q8NCK7,Q9Y3C7,1
Q8NCK7,Q9Y3D0,1
Q8NCK7,Q9Y3Y2,1
Q8NCK7,Q9Y448,1
Q8NCK7,Q9Y4L1,1
Q8NCK7,Q9Y4R8,1
Q8NCK7,Q9Y4W6,1
Q8NCK7,Q9Y4Y9,1
Q8NCK7,Q9Y5A9,1
Q8NCK7,Q9Y5B9,1
Q8NCK7,Q9Y5V3,1
Q8NCK7,Q9Y679,1
Q8NCK7,R4GMR5,1
Q8NCK7,U3KQK0,1
Q8NFJ9,Q8TAM2,1
Q8NFJ9,Q96QF0,1
Q8NFJ9,Q96RK4,1
Q8NFJ9,Q9BXC9,1
Q8NFJ9,Q9H0F7,1
Q8TAM1,Q9NPJ1,1
Q8TAM2,Q96RK4,1
Q8TAM2,Q9BXC9,1
Q8TAM2,Q9H0F7,1
Q8VD72,Q96RK4,1
Q8VD72,Q9CWF6,1
Q96EB6,Q9R1E0,1
Q96EB6,Q9Y4H2,1
Q96Q05,Q96QF0,1
Q96QF0,Q96RK4,1
Q96QF0,Q9CQA1,1
Q96QF0,Q9CQP2,1
Q96QF0,Q9D289,1
Q96QF0,Q9ES56,1
Q96QF0,Q9JME7,1
Q96QF0,Q9UL33,1
Q96QF0,Q9Y296,1
Q96QF0,Q9Y5R8,1
Q96RK4,Q9BXC9,1
Q96RK4,Q9CWF6,1
Q96RK4,Q9CZQ9,1
Q96RK4,Q9H0F7,1
Q96RK4,Q9JHQ5,1
Q9BXC9,Q9CZQ9,1
Q9BXC9,Q9H0F7,1
Q9BXC9,Q9NPJ1,1
Q9BXC9,Q9NQ48,1
Q9CWF6,Q9CZQ9,1
Q9CWF6,Q9JHQ5,1
Q9NQ48,Q9NQ48,1
A1L0T0,Q2KHR2,0
A1L0T0,Q9HD20,0
A1L0T0,Q9P0I2,0
A2A2Q9,J3KPX7,0
A2A2Q9,O55013,0
A2A2Q9,P27824,0
A2A2Q9,Q9NQ48,0
A2A935,J3KN16,0
A2A935,O75964,0
A2A935,Q12840,0
A2A935,Q9UN81,0
A2A935,Q9Y4L1,0
A2AEA2,O00287,0
A2AEA2,Q3V3N7,0
A2AEA2,Q9BRK5,0
A5PL33,P06493,0
A5PL33,Q07065,0
A5PL33,Q3UPR7,0
A5PL33,Q9H9S3,0
A8MTZ0,O43524,0
A8MTZ0,P60604,0
B1ANR0,P46977,0
B4DLN1,O43795,0
B4DLN1,Q9UJV9,0
B4DR61,P0DI81,0
B4DR61,Q12840,0
B4DR61,Q9UDY4,0
B5MDF5,P28072,0
C9JNU6,P35998,0
C9JNU6,Q2KHR2,0
C9JRZ6,P08195,0
C9JRZ6,Q86Y07,0
C9JRZ6,Q8N0V3,0
C9JRZ6,Q8NFJ9,0
D4ABI7,O95433,0
D4ABI7,P36873,0
D4ABI7,Q9H5Q4,0
E7EMK3,Q9Y3C7,0
E9PRG8,P11940,0
E9PRG8,P35568,0
E9PRG8,P46977,0
E9PRG8,Q15773,0
F1MWF1,P35637,0
F1MWF1,Q5QPK2,0
F1MWF1,Q5VWC4,0
F1MWF1,Q9UNF1,0
F1MWF1,R4GMR5,0
G3H0F0,Q09161,0
G3H0F0,Q9H936,0
G3V325,Q96CK0,0
G3V5Z7,O75964,0
G3V5Z7,Q8N5P1,0
J3KN16,P35637,0
J3KN16,Q9UJS0,0
J3KNF5,O95817,0
J3KPS0,P62873,0
J3KPS0,Q13823,0
J3KPS0,Q9Y4W6,0
J3KPX7,P06727,0
J3KPX7,Q13123,0
M0QXB4,O75396,0
M0QXB4,Q12840,0
M0QXB4,Q13217,0
M0QXB4,Q96GM8,0
M0QXB4,Q9JME7,0
O00231,P0C0S5,0
O00231,P35637,0
O00232,Q8N3R9,0
O00264,P38646,0
O00264,P52429,0
O00264,Q5T160,0
O00287,P54646,0
O00287,Q3SYG4,0
O00303,P02545,0
O00303,P22102,0
O00303,P67870,0
O00311,O75396,0
O00311,Q92545,0
O00410,O14901,0
O00483,O14929,0
O00483,P52789,0
O00483,Q8TAM1,0
O00487,P48643,0
O00487,Q00325,0
O00488,Q60700,0
O00743,P05141,0
O00743,P55209,0
O00743,Q3UJU9,0
O09044,O95816,0
O09044,P56537,0
O09044,P61026,0
O14524,Q6DN90,0
O14654,Q9Y4L1,0
O14681,Q00059,0
O14681,Q9JME7,0
O14929,P60709,0
O14974,Q6PI48,0
O14980,P61006,0
O15020,Q9UNM6,0
O15260,P31689,0
O15260,Q9H936,0
O15269,O43809,0
O15269,Q96EB6,0
O15269,Q9Y4H2,0
O35567,P56537,0
O35567,Q9CWF6,0
O41515,P29401,0
O41515,P51648,0
O43175,Q7Z3U7,0
O43175,Q8N1F7,0
O43175,Q8TC07,0
O43242,Q6P4A7,0
O43242,Q8NDV7,0
O43251,P48643,0
O43251,Q8TEX9,0
O43524,Q14444,0
O43524,Q4GYY5,0
O43524,Q96GM8,0
O43524,Q96HA1,0
O43524,Q9UN37,0
O43592,P06493,0
O43592,Q3TLI0,0
O43592,Q8N1N4,0
O43592,Q9NP92,0
O43592,Q9NRG9,0
O43592,Q9UL15,0
O43617,Q96GF1,0
O43681,O60237,0
O43681,Q14694,0
O43681,Q92616,0
O43681,Q96GM8,0
O43795,P15208,0
O43795,Q14568,0
O43795,Q6UW78,0
O55013,Q8WUM0,0
O60237,P19474,0
O60237,P40939,0
O60884,P35232,0
O75190,P63173,0
O75376,Q14444,0
O75376,Q8WTW3,0
O75376,Q96CS3,0
O75396,Q60932,0
O75396,Q9H2F5,0
O75477,Q86Y56,0
O75600,P02533,0
O75600,P19474,0
O75600,P55084,0
O75607,P33993,0
O75607,Q13823,0
O75607,Q96CK0,0
O75607,Q9H1K4,0
O75683,Q5SRD1,0
O75746,P29401,0
O75746,Q13724,0
O75787,Q15293,0
O75787,Q9NRR5,0
O75915,O95347,0
O75915,P28072,0
O75915,P31749,0
O75915,P53621,0
O75915,P61006,0
O75915,Q96S52,0
O75915,Q9Y2J4,0
O75947,P18859,0
O75947,Q5C9Z4,0
O75947,Q9UBU8,0
O75953,P35606,0
O75953,Q04637,0
O75953,Q13627,0
O75964,Q3ZCQ8,0
O75970,Q8NDV7,0
O76024,P20020,0
O76024,P51570,0
O76024,Q3SYG4,0
O76024,Q52LR7,0
O76024,Q9BYJ9,0
O88848,P26196,0
O88848,Q9NUP9,0
O88900,P78527,0
O88900,Q99733,0
O88900,Q9HCJ0,0
O94761,Q9BXW9,0
O94888,P35568,0
O94888,P35908,0
O94888,Q9UN81,0
O94905,P48651,0
O94905,Q8TAM2,0
O94905,Q9BYF1,0
O95273,P35568,0
O95347,Q7Z3Y7,0
O95347,Q9UPQ9,0
O95433,Q96EB6,0
O95816,P22102,0
O95816,P53396,0
O95816,P62820,0
O95816,Q5BKZ1,0
O95816,Q9CQA1,0
O95816,Q9UDW3,0
O95817,Q13509,0
O95831,P37231,0
O95831,Q9BVA1,0
