Identifier A,Identifier B,Interaction
P70452,Q60770,1
P78318,Q8NCK7,1
P78371,Q8IWZ6,1
P78371,Q9BXC9,1
P78371,Q9NPJ1,1
P78527,Q8NCK7,1
P82912,Q8NCK7,1
P84090,Q8NCK7,1
P84243,Q8NCK7,1
Q00059,Q8NCK7,1
Q00325,Q8NCK7,1
Q00577,Q8NCK7,1
Q02248,Q9CWF6,1
Q02978,Q8NCK7,1
Q04206,Q9UBK2,1
Q04637,Q8NCK7,1
Q04917,Q8NCK7,1
Q07065,Q8NCK7,1
Q08209,Q60700,1
Q08850,Q60770,1
Q08945,Q8NCK7,1
Q09161,Q8NCK7,1
Q09472,Q9R1E0,1
Q12797,Q8NCK7,1
Q13123,Q8NCK7,1
Q13200,Q8NCK7,1
Q13217,Q8NCK7,1
Q13283,Q8NCK7,1
Q13409,Q8NCK7,1
Q13418,Q8NCK7,1
Q13509,Q8NCK7,1
Q13573,Q8NCK7,1
Q13627,Q8NCK7,1
Q13724,Q8NCK7,1
Q13823,Q8NCK7,1
Q13885,Q8NCK7,1
Q14203,Q8NCK7,1
Q14204,Q8NCK7,1
Q14257,Q8NCK7,1
Q14444,Q8NCK7,1
Q14527,Q8NCK7,1
Q14568,Q8NCK7,1
Q14669,Q8NCK7,1
Q14683,Q8NCK7,1
Q14694,Q8NCK7,1
Q14697,Q8NCK7,1
Q14739,Q8NCK7,1
Q14746,Q8NCK7,1
Q14974,Q8NCK7,1
Q15006,Q8NCK7,1
Q15008,Q8NCK7,1
Q15014,Q8NCK7,1
Q15154,Q8NFJ9,1
Q15154,Q96RK4,1
Q15293,Q8NCK7,1
Q15392,Q8NCK7,1
Q15434,Q8NCK7,1
Q15773,Q8NCK7,1
Q15907,Q8NCK7,1
Q15907,Q96QF0,1
Q15942,Q8NCK7,1
Q16531,Q8NCK7,1
Q16637,Q8NCK7,1
Q16891,Q8NCK7,1
Q2KHR2,Q8NCK7,1
Q2TAC2,Q8NCK7,1
Q38DU9,Q57UH8,1
Q3SYG4,Q8IWZ6,1
Q3SYG4,Q8N3I7,1
Q3SYG4,Q8NFJ9,1
Q3SYG4,Q8TAM2,1
Q3SYG4,Q96RK4,1
Q3SYG4,Q9BXC9,1
Q3SYG4,Q9H0F7,1
Q3SYG4,Q9NQ48,1
Q3TLI0,Q96QF0,1
Q3U0M1,Q96QF0,1
Q3UPR7,Q96QF0,1
Q3V3N7,Q811G0,1
Q3V3N7,Q8C1Z7,1
Q3V3N7,Q8K2G4,1
Q3V3N7,Q8VD72,1
Q3V3N7,Q96RK4,1
Q3V3N7,Q9CWF6,1
Q3V3N7,Q9CZQ9,1
Q3ZCM7,Q8NCK7,1
Q3ZCQ8,Q8NCK7,1
Q4GYY5,Q57UH8,1
Q4VC05,Q8NCK7,1
Q52LR7,Q8NCK7,1
Q53EU6,Q8NCK7,1
Q53G59,Q8NCK7,1
Q53GQ0,Q8NCK7,1
Q53R41,Q8NCK7,1
Q58EX7,Q8NCK7,1
Q5BKY9,Q8NCK7,1
Q5BKZ1,Q8NCK7,1
Q5C9Z4,Q8NCK7,1
Q5H9R7,Q8NCK7,1
Q5HYI8,Q8NCK7,1
Q5JPE7,Q8NCK7,1
Q5JWF2,Q8NCK7,1
Q5LJA5,Q8NCK7,1
Q5M775,Q8NCK7,1
Q5NCF2,Q96QF0,1
Q5QPK2,Q8NCK7,1
Q5SNT2,Q8NCK7,1
Q5SRD1,Q8NCK7,1
Q5SRE5,Q8NCK7,1
Q5T160,Q8NCK7,1
Q5T3I0,Q8NCK7,1
Q5TEC6,Q8NCK7,1
Q5VWC4,Q8NCK7,1
Q5W0B1,Q8NCK7,1
Q5XKP0,Q8NCK7,1
Q60700,Q60700,1
Q66K89,Q8NCK7,1
Q68CQ7,Q8NCK7,1
Q69YQ0,Q8NCK7,1
Q6DN90,Q8NCK7,1
Q6IEG0,Q8NCK7,1
Q6NXE6,Q8NCK7,1
Q6P4A7,Q8NCK7,1
Q6PCB8,Q8NCK7,1
Q6PI48,Q8NCK7,1
Q6PJG2,Q8NCK7,1
Q6PJG6,Q8NCK7,1
Q6UW78,Q8NCK7,1
Q6YHU6,Q8NCK7,1
Q6ZNB6,Q8NCK7,1
Q6ZW61,Q8IWZ6,1
Q6ZW61,Q9NPJ1,1
Q71DI3,Q8NCK7,1
Q71RC2,Q8NCK7,1
Q7L5D6,Q8NCK7,1
Q7RTV0,Q8NCK7,1
Q7Z3C6,Q8NCK7,1
Q7Z3U7,Q8NCK7,1
Q7Z3Y7,Q8NCK7,1
Q7Z6Z7,Q8NCK7,1
Q80U30,Q8BH75,1
Q811G0,Q96RK4,1
Q811G0,Q9CWF6,1
Q86SZ2,Q96QF0,1
Q86UL3,Q8NCK7,1
Q86VP6,Q8NCK7,1
Q86X55,Q8NCK7,1
Q86X95,Q8NCK7,1
Q86Y07,Q8NCK7,1
Q86Y56,Q8NCK7,1
Q8C1Z7,Q9BXC9,1
Q8C1Z7,Q9CWF6,1
Q8IUR0,Q96QF0,1
Q8IWZ6,Q8N3I7,1
Q8IWZ6,Q8NFJ9,1
Q8IWZ6,Q8TAM2,1
Q8IWZ6,Q96RK4,1
Q8IWZ6,Q9BXC9,1
Q8IWZ6,Q9H0F7,1
Q8IWZ6,Q9NPJ1,1
Q8IWZ6,Q9NQ48,1
Q8IXI1,Q8NCK7,1
Q8IYB5,Q8NCK7,1
Q8K2G4,Q96RK4,1
Q8K2G4,Q9BXC9,1
Q8K2G4,Q9CWF6,1
Q8N0V3,Q8NCK7,1
Q8N1F7,Q8NCK7,1
Q8N1N4,Q8NCK7,1
Q8N3I7,Q8NFJ9,1
Q8N3I7,Q96RK4,1
Q8N3I7,Q9BXC9,1
Q8N3R9,Q8NCK7,1
Q8N5F7,Q8NCK7,1
Q8N5P1,Q8NCK7,1
Q8N9E0,Q8NCK7,1
Q8N9M5,Q96QF0,1
Q8NBJ5,Q8NCK7,1
Q8NBM4,Q8NCK7,1
Q8NCK7,Q8NCK7,1
Q8NCK7,Q8ND56,1
Q8NCK7,Q8NDQ6,1
Q8NCK7,Q8NDV7,1
Q8NCK7,Q8NF37,1
Q8NCK7,Q8NFD5,1
Q8NCK7,Q8NFQ8,1
Q8NCK7,Q8NI60,1
Q8NCK7,Q8TA86,1
Q8NCK7,Q8TAT6,1
Q8NCK7,Q8TBF4,1
Q8NCK7,Q8TC07,1
Q8NCK7,Q8TCJ2,1
Q8NCK7,Q8TEM1,1
Q8NCK7,Q8TEQ8,1
Q8NCK7,Q8TEX9,1
Q8NCK7,Q8WTW3,1
Q8NCK7,Q8WUH6,1
Q8NCK7,Q8WUM0,1
Q8NCK7,Q8WVM8,1
Q8NCK7,Q8WVX9,1
Q8NCK7,Q92538,1
Q8NCK7,Q92545,1
Q8NCK7,Q92615,1
Q8NCK7,Q92616,1
Q8NCK7,Q92621,1
Q8NCK7,Q92643,1
Q8NCK7,Q92665,1
Q8NCK7,Q92782,1
Q8NCK7,Q92804,1
Q8NCK7,Q92890,1
Q8NCK7,Q92900,1
Q8NCK7,Q92922,1
Q8NCK7,Q92947,1
Q8NCK7,Q92973,1
Q8NCK7,Q93084,1
Q8NCK7,Q969V3,1
Q8NCK7,Q96A33,1
Q8NCK7,Q96BR5,1
Q8NCK7,Q96BY9,1
Q8NCK7,Q96CK0,1
Q8NCK7,Q96CS3,1
Q8NCK7,Q96D53,1
Q8NCK7,Q96F45,1
Q8NCK7,Q96FV9,1
Q8NCK7,Q96GD4,1
Q8NCK7,Q96GF1,1
Q8NCK7,Q96GM8,1
Q8NCK7,Q96HA1,1
Q8NCK7,Q96JJ7,1
Q8NCK7,Q96L91,1
Q8NCK7,Q96P70,1
Q8NCK7,Q96PK6,1
Q8NCK7,Q96PM9,1
Q8NCK7,Q96S52,1
Q8NCK7,Q96T76,1
Q8NCK7,Q99460,1
Q8NCK7,Q99570,1
Q8NCK7,Q99615,1
Q8NCK7,Q99653,1
Q8NCK7,Q99707,1
Q8NCK7,Q99733,1
Q8NCK7,Q99805,1
Q8NCK7,Q99942,1
Q8NCK7,Q9BPW8,1
Q8NCK7,Q9BRK5,1
Q8NCK7,Q9BRT8,1
Q8NCK7,Q9BRX2,1
Q8NCK7,Q9BSD7,1
Q8NCK7,Q9BSJ2,1
Q8NCK7,Q9BSR8,1
Q8NCK7,Q9BTY2,1
Q8NCK7,Q9BUF5,1
Q8NCK7,Q9BUJ2,1
Q8NCK7,Q9BVA1,1
Q8NCK7,Q9BW92,1
Q8NCK7,Q9BWJ5,1
Q8NCK7,Q9BXF3,1
Q8NCK7,Q9BXW9,1
Q8NCK7,Q9BYJ9,1
Q8NCK7,Q9BYW2,1
Q8NCK7,Q9C005,1
Q8NCK7,Q9GZN1,1
Q8NCK7,Q9H078,1
Q8NCK7,Q9H0E9,1
Q8NCK7,Q9H0U4,1
Q8NCK7,Q9H147,1
Q8NCK7,Q9H1K4,1
Q8NCK7,Q9H2F5,1
Q8NCK7,Q9H307,1
Q8NCK7,Q9H583,1
Q8NCK7,Q9H5Q4,1
Q8NCK7,Q9H5V9,1
Q8NCK7,Q9H773,1
Q8NCK7,Q9H7B2,1
Q8NCK7,Q9H936,1
Q8NCK7,Q9H9E1,1
Q8NCK7,Q9H9S3,1
Q8NCK7,Q9HAF1,1
Q8NCK7,Q9HAU5,1
Q8NCK7,Q9HAV4,1
Q8NCK7,Q9HCJ0,1
Q8NCK7,Q9HCU5,1
Q8NCK7,Q9HD20,1
Q8NCK7,Q9HD45,1
Q8NCK7,Q9HDC9,1
Q8NCK7,Q9NP92,1
Q8NCK7,Q9NPF5,1
Q8NCK7,Q9NQ29,1
Q8NCK7,Q9NQH7,1
Q8NCK7,Q9NRG9,1
Q8NCK7,Q9NRR5,1
Q8NCK7,Q9NS69,1
Q8NCK7,Q9NSG2,1
Q8NCK7,Q9NTJ3,1
Q8NCK7,Q9NTJ5,1
Q8NCK7,Q9NUD5,1
Q8NCK7,Q9NUP9,1
Q8NCK7,Q9NV56,1
Q8NCK7,Q9NVI1,1
Q8NCK7,Q9NWB6,1
Q8NCK7,Q9NY65,1
Q8NCK7,Q9NYA4,1
Q8NCK7,Q9NYU2,1
Q8NCK7,Q9NZ01,1
Q8NCK7,Q9P0I2,1
Q8NCK7,Q9P2R6,1
Q8NCK7,Q9UBB4,1
Q8NCK7,Q9UBF2,1
Q8NCK7,Q9UBM7,1
Q8NCK7,Q9UBS4,1
Q8NCK7,Q9UBU8,1
Q8NCK7,Q9UBV2,1
Q8NCK7,Q9UBX3,1
Q8NCK7,Q9UDW3,1
Q8NCK7,Q9UDY4,1
Q8NCK7,Q9UET6,1
Q8NCK7,Q9UH99,1
Q8NCK7,Q9UHI6,1
Q8NCK7,Q9UI12,1
Q8NCK7,Q9UJS0,1
Q8NCK7,Q9UJV9,1
Q8NCK7,Q9UKV0,1
Q8NCK7,Q9UL15,1
Q8NCK7,Q9ULD9,1
Q8NCK7,Q9ULX6,1
Q8NCK7,Q9UN37,1
Q8NCK7,Q9UN81,1
Q8NCK7,Q9UN86,1
Q8NCK7,Q9UNF1,1
Q8NCK7,Q9UNM6,1
Q8NCK7,Q9UNP9,1
Q8NCK7,Q9UPQ9,1
Q8NCK7,Q9UPT5,1
Q8NCK7,Q9UQL6,1
Q8NCK7,Q9Y277,1
Q8NCK7,Q9Y285,1
Q8NCK7,Q9Y2G8,1
Q8NCK7,Q9Y2J4,1
Q8NCK7,Q9Y383,1
Q8NCK7,Q9Y3C1,1
Q8NCK7,Q9Y3C7,1
Q8NCK7,Q9Y3D0,1
Q8NCK7,Q9Y3Y2,1
Q8NCK7,Q9Y448,1
Q8NCK7,Q9Y4L1,1
Q8NCK7,Q9Y4R8,1
Q8NCK7,Q9Y4W6,1
Q8NCK7,Q9Y4Y9,1
Q8NCK7,Q9Y5A9,1
Q8NCK7,Q9Y5B9,1
Q8NCK7,Q9Y5V3,1
Q8NCK7,Q9Y679,1
Q8NCK7,R4GMR5,1
Q8NCK7,U3KQK0,1
Q8NFJ9,Q8TAM2,1
Q8NFJ9,Q96QF0,1
Q8NFJ9,Q96RK4,1
Q8NFJ9,Q9BXC9,1
Q8NFJ9,Q9H0F7,1
Q8TAM1,Q9NPJ1,1
Q8TAM2,Q96RK4,1
Q8TAM2,Q9BXC9,1
Q8TAM2,Q9H0F7,1
Q8VD72,Q96RK4,1
Q8VD72,Q9CWF6,1
Q96EB6,Q9R1E0,1
Q96EB6,Q9Y4H2,1
Q96Q05,Q96QF0,1
Q96QF0,Q96RK4,1
Q96QF0,Q9CQA1,1
Q96QF0,Q9CQP2,1
Q96QF0,Q9D289,1
Q96QF0,Q9ES56,1
Q96QF0,Q9JME7,1
Q96QF0,Q9UL33,1
Q96QF0,Q9Y296,1
Q96QF0,Q9Y5R8,1
Q96RK4,Q9BXC9,1
Q96RK4,Q9CWF6,1
Q96RK4,Q9CZQ9,1
Q96RK4,Q9H0F7,1
Q96RK4,Q9JHQ5,1
Q9BXC9,Q9CZQ9,1
Q9BXC9,Q9H0F7,1
Q9BXC9,Q9NPJ1,1
Q9BXC9,Q9NQ48,1
Q9CWF6,Q9CZQ9,1
Q9CWF6,Q9JHQ5,1
Q9NQ48,Q9NQ48,1
A0FGR8,B1ANR0,0
A0FGR8,O43251,0
A0FGR8,O43617,0
A0FGR8,O75396,0
A0FGR8,O75964,0
A0FGR8,P05026,0
A0FGR8,P12236,0
A0FGR8,P25705,0
A0FGR8,P48047,0
A0FGR8,P57088,0
A0FGR8,P63044,0
A0FGR8,P63104,0
A0FGR8,P68431,0
A0FGR8,Q09472,0
A0FGR8,Q15434,0
A0FGR8,Q15942,0
A0FGR8,Q5C9Z4,0
A0FGR8,Q5SRE5,0
A0FGR8,Q5XKP0,0
A0FGR8,Q6ZNB6,0
A0FGR8,Q92947,0
A0FGR8,Q96S52,0
A1L0T0,B4DR61,0
A1L0T0,O75396,0
A1L0T0,P11172,0
A1L0T0,P35908,0
A1L0T0,P53985,0
A1L0T0,Q02248,0
A1L0T0,Q3U0M1,0
A1L0T0,Q3V3N7,0
A1L0T0,Q5C9Z4,0
A1L0T0,Q8N0V3,0
A1L0T0,Q8NF37,0
A1L0T0,Q8TAM1,0
A1L0T0,Q8WTW3,0
A1L0T0,Q9H9S3,0
A1L0T0,Q9NTJ3,0
A1L0T0,Q9UHI6,0
A1L0T0,Q9Y3D0,0
A2A2Q9,G3V325,0
A2A2Q9,J3KNF5,0
A2A2Q9,O14654,0
A2A2Q9,O88900,0
A2A2Q9,P06730,0
A2A2Q9,P21796,0
A2A2Q9,P30405,0
A2A2Q9,P31689,0
A2A2Q9,P62140,0
A2A2Q9,Q00325,0
A2A2Q9,Q02248,0
A2A2Q9,Q04917,0
A2A2Q9,Q14697,0
A2A2Q9,Q15392,0
A2A2Q9,Q5SNT2,0
A2A2Q9,Q5SRE5,0
A2A2Q9,Q8N3I7,0
A2A2Q9,Q96F45,0
A2A2Q9,Q96PK6,0
A2A2Q9,Q9CQA1,0
A2A2Q9,Q9CZQ9,0
A2A935,M0QXB4,0
A2A935,O00743,0
A2A935,P06493,0
A2A935,P14625,0
A2A935,P25788,0
A2A935,P35568,0
A2A935,P35998,0
A2A935,P42704,0
A2A935,P50502,0
A2A935,P56524,0
A2A935,P62805,0
A2A935,P68366,0
A2A935,Q00535,0
A2A935,Q09137,0
A2A935,Q13627,0
A2A935,Q4VC05,0
A2A935,Q5C9Z4,0
A2A935,Q5NCF2,0
A2A935,Q71RC2,0
A2A935,Q8N9E0,0
A2A935,Q96BY9,0
A2A935,Q99733,0
A2A935,Q9BSD7,0
A2A935,Q9NTJ3,0
A2A935,Q9UBM7,0
A2A935,Q9ULD9,0
A2A935,Q9Y3C7,0
A2AEA2,O00410,0
A2AEA2,P06213,0
A2AEA2,P11021,0
A2AEA2,P28072,0
A2AEA2,P29401,0
A2AEA2,P35568,0
A2AEA2,P35998,0
A2AEA2,P40937,0
A2AEA2,P48356,0
A2AEA2,P48643,0
A2AEA2,P49593,0
A2AEA2,P50402,0
A2AEA2,P51617,0
A2AEA2,P63098,0
A2AEA2,P70452,0
A2AEA2,Q3ZCM7,0
A2AEA2,Q6PI48,0
A2AEA2,Q99460,0
A2AEA2,Q99707,0
A2AEA2,Q9BXC9,0
A2AEA2,Q9H0F7,0
A5PL33,C9JRZ6,0
A5PL33,O43795,0
A5PL33,O75600,0
A5PL33,O75683,0
A5PL33,P06213,0
A5PL33,P62987,0
A5PL33,P68371,0
A5PL33,Q02248,0
A5PL33,Q4VC05,0
A5PL33,Q57UH8,0
A5PL33,Q8IYB5,0
A5PL33,Q8N1F7,0
A5PL33,Q8WVM8,0
A5PL33,Q92973,0
A5PL33,Q96EB6,0
A5PL33,Q9JHQ5,0
A5PL33,Q9NTG7,0
A5PL33,Q9UNP9,0
A5PL33,Q9Y285,0
A5PL33,Q9Y5B9,0
A8MTZ0,E9PRG8,0
A8MTZ0,O00483,0
A8MTZ0,P06727,0
A8MTZ0,P12004,0
A8MTZ0,P20700,0
A8MTZ0,P27824,0
A8MTZ0,P36542,0
A8MTZ0,P42677,0
A8MTZ0,P45880,0
A8MTZ0,P48643,0
A8MTZ0,P52756,0
A8MTZ0,Q12840,0
A8MTZ0,Q13627,0
A8MTZ0,Q3ZCQ8,0
A8MTZ0,Q68CQ7,0
A8MTZ0,Q86UL3,0
A8MTZ0,Q8NBM4,0
A8MTZ0,Q99615,0
A8MTZ0,Q9BYJ9,0
A8MTZ0,Q9CZQ9,0
A8MTZ0,Q9JHQ5,0
A8MTZ0,Q9NZ01,0
A8MTZ0,Q9UBB4,0
A8MTZ0,Q9UL33,0
A8MTZ0,Q9Y679,0
B1ANR0,O15020,0
B1ANR0,O75865,0
B1ANR0,O75964,0
B1ANR0,P07195,0
B1ANR0,P18859,0
B1ANR0,P20671,0
B1ANR0,P61163,0
B1ANR0,Q53GQ0,0
B1ANR0,Q5HYI8,0
B1ANR0,Q8IUR0,0
B1ANR0,Q8IWZ6,0
B1ANR0,Q9BRK5,0
B1ANR0,Q9BW92,0
B1ANR0,Q9BYF1,0
B1ANR0,Q9H936,0
B1ANR0,Q9NWB6,0
B4DLN1,O00303,0
B4DLN1,O14681,0
B4DLN1,O43524,0
B4DLN1,O95817,0
B4DLN1,P02768,0
B4DLN1,P04350,0
B4DLN1,P30837,0
B4DLN1,P45954,0
B4DLN1,P50993,0
